start,end,rq_time,rq_type,subnetwork,request_id,is_multimodal,modal_state,transfer_station_ids,max_transfers
54,177,11130,inter,left,0,True,3,A;B,1
22,186,4260,inter,left,1,True,3,A;B,1
52,180,12480,inter,left,2,True,3,A;B,1
33,214,10740,inter,left,3,True,3,A;B,1
59,209,13140,inter,left,4,True,3,A;B,1
12,139,10020,inter,left,5,True,3,A;B,1
56,122,10410,inter,left,6,True,3,A;B,1
11,158,11850,inter,left,7,True,3,A;B,1
9,201,12960,inter,left,8,True,3,A;B,1
49,184,14400,inter,left,9,True,3,A;B,1
13,180,5340,inter,left,10,True,3,A;B,1
33,198,10230,inter,left,11,True,3,A;B,1
108,175,5490,inter,left,12,True,3,A;B,1
22,171,12480,inter,left,13,True,3,A;B,1
99,173,9180,inter,left,14,True,3,A;B,1
0,195,7920,inter,left,15,True,3,A;B,1
4,232,11430,inter,left,16,True,3,A;B,1
19,151,4800,inter,left,17,True,3,A;B,1
4,193,3630,inter,left,18,True,3,A;B,1
34,230,10170,inter,left,19,True,3,A;B,1
108,236,9750,inter,left,20,True,3,A;B,1
114,136,10800,inter,left,21,True,3,A;B,1
102,187,14220,inter,left,22,True,3,A;B,1
61,231,8010,inter,left,23,True,3,A;B,1
41,163,12780,inter,left,24,True,3,A;B,1
113,140,8880,inter,left,25,True,3,A;B,1
81,217,12300,inter,left,26,True,3,A;B,1
16,221,8700,inter,left,27,True,3,A;B,1
56,233,4020,inter,left,28,True,3,A;B,1
75,150,14010,inter,left,29,True,3,A;B,1
32,203,5520,inter,left,30,True,3,A;B,1
1,223,6210,inter,left,31,True,3,A;B,1
86,203,14160,inter,left,32,True,3,A;B,1
16,178,13830,inter,left,33,True,3,A;B,1
83,208,11190,inter,left,34,True,3,A;B,1
112,215,13560,inter,left,35,True,3,A;B,1
79,132,4260,inter,left,36,True,3,A;B,1
41,187,6660,inter,left,37,True,3,A;B,1
76,206,5040,inter,left,38,True,3,A;B,1
105,169,11820,inter,left,39,True,3,A;B,1
115,143,12150,inter,left,40,True,3,A;B,1
99,183,3630,inter,left,41,True,3,A;B,1
70,218,4320,inter,left,42,True,3,A;B,1
102,161,7650,inter,left,43,True,3,A;B,1
42,121,8790,inter,left,44,True,3,A;B,1
33,232,9180,inter,left,45,True,3,A;B,1
35,207,10380,inter,left,46,True,3,A;B,1
16,208,5430,inter,left,47,True,3,A;B,1
36,219,12480,inter,left,48,True,3,A;B,1
43,177,6990,inter,left,49,True,3,A;B,1
18,205,9660,inter,left,50,True,3,A;B,1
43,129,4590,inter,left,51,True,3,A;B,1
86,221,7230,inter,left,52,True,3,A;B,1
43,140,13830,inter,left,53,True,3,A;B,1
49,210,11490,inter,left,54,True,3,A;B,1
58,163,13470,inter,left,55,True,3,A;B,1
68,203,11580,inter,left,56,True,3,A;B,1
67,218,12150,inter,left,57,True,3,A;B,1
58,155,7860,inter,left,58,True,3,A;B,1
11,191,13650,inter,left,59,True,3,A;B,1
29,218,10380,inter,left,60,True,3,A;B,1
52,146,7350,inter,left,61,True,3,A;B,1
70,232,6810,inter,left,62,True,3,A;B,1
55,227,4440,inter,left,63,True,3,A;B,1
85,154,4650,inter,left,64,True,3,A;B,1
86,131,7350,inter,left,65,True,3,A;B,1
21,123,8220,inter,left,66,True,3,A;B,1
25,184,6150,inter,left,67,True,3,A;B,1
30,213,6060,inter,left,68,True,3,A;B,1
40,214,12780,inter,left,69,True,3,A;B,1
40,170,13200,inter,left,70,True,3,A;B,1
55,197,9660,inter,left,71,True,3,A;B,1
46,130,7500,inter,left,72,True,3,A;B,1
41,171,5370,inter,left,73,True,3,A;B,1
23,157,5970,inter,left,74,True,3,A;B,1
7,156,10830,inter,left,75,True,3,A;B,1
16,169,4830,inter,left,76,True,3,A;B,1
111,141,4080,inter,left,77,True,3,A;B,1
67,124,4410,inter,left,78,True,3,A;B,1
6,205,4950,inter,left,79,True,3,A;B,1
94,129,5790,inter,left,80,True,3,A;B,1
78,201,13590,inter,left,81,True,3,A;B,1
14,189,6120,inter,left,82,True,3,A;B,1
75,201,7050,inter,left,83,True,3,A;B,1
91,180,12060,inter,left,84,True,3,A;B,1
40,143,3750,inter,left,85,True,3,A;B,1
26,144,14100,inter,left,86,True,3,A;B,1
29,227,7620,inter,left,87,True,3,A;B,1
46,235,7140,inter,left,88,True,3,A;B,1
54,143,7110,inter,left,89,True,3,A;B,1
108,221,9570,inter,left,90,True,3,A;B,1
12,170,12960,inter,left,91,True,3,A;B,1
104,191,9090,inter,left,92,True,3,A;B,1
100,190,7530,inter,left,93,True,3,A;B,1
63,175,10320,inter,left,94,True,3,A;B,1
92,156,7920,inter,left,95,True,3,A;B,1
12,211,9540,inter,left,96,True,3,A;B,1
78,144,8160,inter,left,97,True,3,A;B,1
25,172,8280,inter,left,98,True,3,A;B,1
49,184,9540,inter,left,99,True,3,A;B,1
100,161,9990,inter,left,100,True,3,A;B,1
83,212,12330,inter,left,101,True,3,A;B,1
7,172,7860,inter,left,102,True,3,A;B,1
29,202,8730,inter,left,103,True,3,A;B,1
113,137,3630,inter,left,104,True,3,A;B,1
15,235,5970,inter,left,105,True,3,A;B,1
48,194,10800,inter,left,106,True,3,A;B,1
104,159,9780,inter,left,107,True,3,A;B,1
70,158,12060,inter,left,108,True,3,A;B,1
30,215,3930,inter,left,109,True,3,A;B,1
7,156,13800,inter,left,110,True,3,A;B,1
82,164,3960,inter,left,111,True,3,A;B,1
32,129,6150,inter,left,112,True,3,A;B,1
104,166,9780,inter,left,113,True,3,A;B,1
42,173,10860,inter,left,114,True,3,A;B,1
14,234,10920,inter,left,115,True,3,A;B,1
101,179,4170,inter,left,116,True,3,A;B,1
88,137,10860,inter,left,117,True,3,A;B,1
34,181,7140,inter,left,118,True,3,A;B,1
12,189,5430,inter,left,119,True,3,A;B,1
94,175,6180,inter,left,120,True,3,A;B,1
9,225,9690,inter,left,121,True,3,A;B,1
20,131,9810,inter,left,122,True,3,A;B,1
51,141,12630,inter,left,123,True,3,A;B,1
35,175,11460,inter,left,124,True,3,A;B,1
62,234,9690,inter,left,125,True,3,A;B,1
25,128,13020,inter,left,126,True,3,A;B,1
110,151,4650,inter,left,127,True,3,A;B,1
101,174,5880,inter,left,128,True,3,A;B,1
68,130,12600,inter,left,129,True,3,A;B,1
12,224,5580,inter,left,130,True,3,A;B,1
82,171,7350,inter,left,131,True,3,A;B,1
86,221,9000,inter,left,132,True,3,A;B,1
84,202,5070,inter,left,133,True,3,A;B,1
1,195,12060,inter,left,134,True,3,A;B,1
97,229,8070,inter,left,135,True,3,A;B,1
103,169,8760,inter,left,136,True,3,A;B,1
12,189,5670,inter,left,137,True,3,A;B,1
84,192,7170,inter,left,138,True,3,A;B,1
113,149,10200,inter,left,139,True,3,A;B,1
13,130,9480,inter,left,140,True,3,A;B,1
49,163,6630,inter,left,141,True,3,A;B,1
63,133,14250,inter,left,142,True,3,A;B,1
112,165,6360,inter,left,143,True,3,A;B,1
83,210,14280,inter,left,144,True,3,A;B,1
115,152,10830,inter,left,145,True,3,A;B,1
101,212,4650,inter,left,146,True,3,A;B,1
29,198,13650,inter,left,147,True,3,A;B,1
23,130,6090,inter,left,148,True,3,A;B,1
65,222,12210,inter,left,149,True,3,A;B,1
51,207,8130,inter,left,150,True,3,A;B,1
64,145,10650,inter,left,151,True,3,A;B,1
110,133,13350,inter,left,152,True,3,A;B,1
45,213,8310,inter,left,153,True,3,A;B,1
71,196,10710,inter,left,154,True,3,A;B,1
80,130,7380,inter,left,155,True,3,A;B,1
81,149,5880,inter,left,156,True,3,A;B,1
80,140,12870,inter,left,157,True,3,A;B,1
15,191,13410,inter,left,158,True,3,A;B,1
83,162,9660,inter,left,159,True,3,A;B,1
