start,end,rq_time,rq_type,subnetwork,request_id,is_multimodal,modal_state,transfer_station_ids,max_transfers
10,73,10410,intra,left,0,False,0,,0
109,79,14460,intra,left,1,False,0,,0
80,62,12030,intra,left,2,False,0,,0
1,75,13590,intra,left,3,False,0,,0
111,33,10680,intra,left,4,False,0,,0
110,68,16110,intra,left,5,False,0,,0
8,2,9720,intra,left,6,False,0,,0
84,212,4530,inter,left,7,True,3,A;B,1
66,126,7350,inter,left,8,True,3,A;B,1
26,136,17790,inter,left,9,True,3,A;B,1
86,235,16410,inter,left,10,True,3,A;B,1
69,222,16590,inter,left,11,True,3,A;B,1
4,222,5460,inter,left,12,True,3,A;B,1
80,187,7410,inter,left,13,True,3,A;B,1
66,184,8010,inter,left,14,True,3,A;B,1
85,149,4890,inter,left,15,True,3,A;B,1
57,126,12780,inter,left,16,True,3,A;B,1
26,199,7170,inter,left,17,True,3,A;B,1
40,190,13380,inter,left,18,True,3,A;B,1
106,211,5490,inter,left,19,True,3,A;B,1
10,188,13830,inter,left,20,True,3,A;B,1
11,122,6060,inter,left,21,True,3,A;B,1
35,143,4830,inter,left,22,True,3,A;B,1
105,145,16560,inter,left,23,True,3,A;B,1
42,188,15330,inter,left,24,True,3,A;B,1
36,196,16800,inter,left,25,True,3,A;B,1
33,197,14700,inter,left,26,True,3,A;B,1
68,154,11730,inter,left,27,True,3,A;B,1
69,168,7350,inter,left,28,True,3,A;B,1
21,191,7470,inter,left,29,True,3,A;B,1
9,169,6630,inter,left,30,True,3,A;B,1
42,161,5910,inter,left,31,True,3,A;B,1
73,186,13170,inter,left,32,True,3,A;B,1
82,187,8190,inter,left,33,True,3,A;B,1
21,197,10620,inter,left,34,True,3,A;B,1
68,150,7860,inter,left,35,True,3,A;B,1
22,124,8430,inter,left,36,True,3,A;B,1
36,226,15840,inter,left,37,True,3,A;B,1
60,199,17340,inter,left,38,True,3,A;B,1
58,141,14340,inter,left,39,True,3,A;B,1
82,232,7230,inter,left,40,True,3,A;B,1
70,149,12780,inter,left,41,True,3,A;B,1
69,232,12300,inter,left,42,True,3,A;B,1
91,149,17400,inter,left,43,True,3,A;B,1
55,231,12660,inter,left,44,True,3,A;B,1
92,199,9990,inter,left,45,True,3,A;B,1
63,229,8760,inter,left,46,True,3,A;B,1
1,229,7950,inter,left,47,True,3,A;B,1
91,128,17670,inter,left,48,True,3,A;B,1
100,171,10080,inter,left,49,True,3,A;B,1
95,161,5910,inter,left,50,True,3,A;B,1
80,227,5880,inter,left,51,True,3,A;B,1
45,165,7200,inter,left,52,True,3,A;B,1
79,178,17580,inter,left,53,True,3,A;B,1
32,197,10740,inter,left,54,True,3,A;B,1
46,144,15780,inter,left,55,True,3,A;B,1
48,160,10170,inter,left,56,True,3,A;B,1
37,228,7380,inter,left,57,True,3,A;B,1
33,209,16350,inter,left,58,True,3,A;B,1
27,211,11940,inter,left,59,True,3,A;B,1
51,216,13410,inter,left,60,True,3,A;B,1
71,228,15270,inter,left,61,True,3,A;B,1
67,193,13650,inter,left,62,True,3,A;B,1
39,220,16380,inter,left,63,True,3,A;B,1
5,178,6570,inter,left,64,True,3,A;B,1
23,208,4950,inter,left,65,True,3,A;B,1
31,137,17190,inter,left,66,True,3,A;B,1
35,230,11340,inter,left,67,True,3,A;B,1
108,220,11700,inter,left,68,True,3,A;B,1
20,150,9150,inter,left,69,True,3,A;B,1
0,193,6660,inter,left,70,True,3,A;B,1
62,220,4140,inter,left,71,True,3,A;B,1
97,207,17280,inter,left,72,True,3,A;B,1
88,194,8400,inter,left,73,True,3,A;B,1
16,234,6720,inter,left,74,True,3,A;B,1
210,165,9120,intra,right,75,False,0,,0
194,181,7470,intra,right,76,False,0,,0
235,146,4350,intra,right,77,False,0,,0
158,212,17700,intra,right,78,False,0,,0
137,189,10380,intra,right,79,False,0,,0
187,133,12750,intra,right,80,False,0,,0
215,147,10860,intra,right,81,False,0,,0
185,91,15180,inter,right,82,True,3,B;A,1
123,85,5520,inter,right,83,True,3,B;A,1
160,108,11610,inter,right,84,True,3,B;A,1
207,38,8700,inter,right,85,True,3,B;A,1
137,9,8070,inter,right,86,True,3,B;A,1
150,100,9330,inter,right,87,True,3,B;A,1
216,58,4320,inter,right,88,True,3,B;A,1
187,91,11880,inter,right,89,True,3,B;A,1
155,99,12510,inter,right,90,True,3,B;A,1
183,36,13170,inter,right,91,True,3,B;A,1
231,63,8880,inter,right,92,True,3,B;A,1
126,26,16290,inter,right,93,True,3,B;A,1
207,97,14190,inter,right,94,True,3,B;A,1
159,58,4320,inter,right,95,True,3,B;A,1
154,69,16350,inter,right,96,True,3,B;A,1
213,13,4470,inter,right,97,True,3,B;A,1
123,82,7770,inter,right,98,True,3,B;A,1
205,106,9180,inter,right,99,True,3,B;A,1
225,39,16110,inter,right,100,True,3,B;A,1
142,67,9000,inter,right,101,True,3,B;A,1
152,102,17160,inter,right,102,True,3,B;A,1
142,6,11520,inter,right,103,True,3,B;A,1
174,105,15990,inter,right,104,True,3,B;A,1
144,59,14160,inter,right,105,True,3,B;A,1
124,52,14820,inter,right,106,True,3,B;A,1
181,34,15330,inter,right,107,True,3,B;A,1
168,22,11280,inter,right,108,True,3,B;A,1
222,46,5940,inter,right,109,True,3,B;A,1
145,29,15000,inter,right,110,True,3,B;A,1
161,106,16860,inter,right,111,True,3,B;A,1
145,70,14190,inter,right,112,True,3,B;A,1
231,5,11610,inter,right,113,True,3,B;A,1
163,11,16440,inter,right,114,True,3,B;A,1
235,1,11490,inter,right,115,True,3,B;A,1
235,7,6480,inter,right,116,True,3,B;A,1
190,63,7590,inter,right,117,True,3,B;A,1
129,45,13500,inter,right,118,True,3,B;A,1
124,36,8610,inter,right,119,True,3,B;A,1
226,66,11100,inter,right,120,True,3,B;A,1
163,22,9870,inter,right,121,True,3,B;A,1
171,83,17610,inter,right,122,True,3,B;A,1
139,77,16530,inter,right,123,True,3,B;A,1
186,96,17190,inter,right,124,True,3,B;A,1
221,44,6570,inter,right,125,True,3,B;A,1
141,16,17640,inter,right,126,True,3,B;A,1
175,49,17280,inter,right,127,True,3,B;A,1
203,84,15690,inter,right,128,True,3,B;A,1
148,5,6120,inter,right,129,True,3,B;A,1
181,5,11730,inter,right,130,True,3,B;A,1
158,6,15930,inter,right,131,True,3,B;A,1
200,55,4290,inter,right,132,True,3,B;A,1
