start,end,rq_time,rq_type,subnetwork,request_id,is_multimodal,modal_state,transfer_station_ids,max_transfers
106,145,11070,inter,left,0,True,3,MH-L;MH-R,1
3,177,11280,inter,left,1,True,3,MH-L;MH-R,1
21,140,9660,inter,left,2,True,3,MH-L;MH-R,1
107,162,7740,inter,left,3,True,3,MH-L;MH-R,1
38,217,8040,inter,left,4,True,3,MH-L;MH-R,1
44,214,4380,inter,left,5,True,3,MH-L;MH-R,1
81,211,8100,inter,left,6,True,3,MH-L;MH-R,1
66,123,13080,inter,left,7,True,3,MH-L;MH-R,1
1,172,13980,inter,left,8,True,3,MH-L;MH-R,1
69,225,6900,inter,left,9,True,3,MH-L;MH-R,1
97,150,6780,inter,left,10,True,3,MH-L;MH-R,1
24,183,3810,inter,left,11,True,3,MH-L;MH-R,1
33,200,8880,inter,left,12,True,3,MH-L;MH-R,1
37,141,14100,inter,left,13,True,3,MH-L;MH-R,1
49,142,9780,inter,left,14,True,3,MH-L;MH-R,1
0,185,11820,inter,left,15,True,3,MH-L;MH-R,1
37,177,8550,inter,left,16,True,3,MH-L;MH-R,1
46,154,6990,inter,left,17,True,3,MH-L;MH-R,1
1,206,7110,inter,left,18,True,3,MH-L;MH-R,1
107,221,6570,inter,left,19,True,3,MH-L;MH-R,1
91,137,13680,inter,left,20,True,3,MH-L;MH-R,1
32,137,11820,inter,left,21,True,3,MH-L;MH-R,1
75,176,14160,inter,left,22,True,3,MH-L;MH-R,1
95,134,5040,inter,left,23,True,3,MH-L;MH-R,1
61,154,12840,inter,left,24,True,3,MH-L;MH-R,1
113,235,3660,inter,left,25,True,3,MH-L;MH-R,1
28,157,13980,inter,left,26,True,3,MH-L;MH-R,1
104,165,8880,inter,left,27,True,3,MH-L;MH-R,1
59,195,9060,inter,left,28,True,3,MH-L;MH-R,1
112,221,6330,inter,left,29,True,3,MH-L;MH-R,1
113,142,6990,inter,left,30,True,3,MH-L;MH-R,1
56,225,12450,inter,left,31,True,3,MH-L;MH-R,1
29,153,8880,inter,left,32,True,3,MH-L;MH-R,1
9,154,10080,inter,left,33,True,3,MH-L;MH-R,1
55,132,9960,inter,left,34,True,3,MH-L;MH-R,1
10,233,9840,inter,left,35,True,3,MH-L;MH-R,1
76,189,12600,inter,left,36,True,3,MH-L;MH-R,1
44,140,7200,inter,left,37,True,3,MH-L;MH-R,1
98,160,8940,inter,left,38,True,3,MH-L;MH-R,1
65,156,8790,inter,left,39,True,3,MH-L;MH-R,1
114,173,11310,inter,left,40,True,3,MH-L;MH-R,1
18,184,3660,inter,left,41,True,3,MH-L;MH-R,1
87,220,8040,inter,left,42,True,3,MH-L;MH-R,1
62,202,4260,inter,left,43,True,3,MH-L;MH-R,1
92,228,7650,inter,left,44,True,3,MH-L;MH-R,1
57,218,4560,inter,left,45,True,3,MH-L;MH-R,1
92,181,12090,inter,left,46,True,3,MH-L;MH-R,1
53,228,3840,inter,left,47,True,3,MH-L;MH-R,1
20,129,8160,inter,left,48,True,3,MH-L;MH-R,1
78,197,4170,inter,left,49,True,3,MH-L;MH-R,1
100,130,4380,inter,left,50,True,3,MH-L;MH-R,1
50,181,7590,inter,left,51,True,3,MH-L;MH-R,1
95,226,6780,inter,left,52,True,3,MH-L;MH-R,1
81,130,4560,inter,left,53,True,3,MH-L;MH-R,1
13,165,5730,inter,left,54,True,3,MH-L;MH-R,1
92,157,9600,inter,left,55,True,3,MH-L;MH-R,1
26,145,8040,inter,left,56,True,3,MH-L;MH-R,1
62,165,8340,inter,left,57,True,3,MH-L;MH-R,1
32,174,6180,inter,left,58,True,3,MH-L;MH-R,1
39,181,14130,inter,left,59,True,3,MH-L;MH-R,1
32,208,13920,inter,left,60,True,3,MH-L;MH-R,1
33,206,12810,inter,left,61,True,3,MH-L;MH-R,1
90,200,14040,inter,left,62,True,3,MH-L;MH-R,1
105,138,13410,inter,left,63,True,3,MH-L;MH-R,1
13,216,10260,inter,left,64,True,3,MH-L;MH-R,1
63,162,3990,inter,left,65,True,3,MH-L;MH-R,1
77,217,10080,inter,left,66,True,3,MH-L;MH-R,1
60,168,9090,inter,left,67,True,3,MH-L;MH-R,1
106,177,9990,inter,left,68,True,3,MH-L;MH-R,1
70,208,3960,inter,left,69,True,3,MH-L;MH-R,1
28,232,6900,inter,left,70,True,3,MH-L;MH-R,1
10,132,4650,inter,left,71,True,3,MH-L;MH-R,1
85,213,12750,inter,left,72,True,3,MH-L;MH-R,1
72,210,4620,inter,left,73,True,3,MH-L;MH-R,1
11,210,9210,inter,left,74,True,3,MH-L;MH-R,1
4,206,10230,inter,left,75,True,3,MH-L;MH-R,1
0,177,6420,inter,left,76,True,3,MH-L;MH-R,1
45,192,14190,inter,left,77,True,3,MH-L;MH-R,1
98,142,8460,inter,left,78,True,3,MH-L;MH-R,1
110,150,11490,inter,left,79,True,3,MH-L;MH-R,1
94,151,13560,inter,left,80,True,3,MH-L;MH-R,1
39,178,10950,inter,left,81,True,3,MH-L;MH-R,1
103,229,8760,inter,left,82,True,3,MH-L;MH-R,1
21,215,4830,inter,left,83,True,3,MH-L;MH-R,1
71,213,4620,inter,left,84,True,3,MH-L;MH-R,1
15,143,12630,inter,left,85,True,3,MH-L;MH-R,1
36,161,6300,inter,left,86,True,3,MH-L;MH-R,1
52,130,13350,inter,left,87,True,3,MH-L;MH-R,1
54,133,4380,inter,left,88,True,3,MH-L;MH-R,1
35,145,10380,inter,left,89,True,3,MH-L;MH-R,1
23,171,11820,inter,left,90,True,3,MH-L;MH-R,1
64,192,8400,inter,left,91,True,3,MH-L;MH-R,1
78,204,12060,inter,left,92,True,3,MH-L;MH-R,1
3,158,11910,inter,left,93,True,3,MH-L;MH-R,1
23,230,13560,inter,left,94,True,3,MH-L;MH-R,1
18,155,14040,inter,left,95,True,3,MH-L;MH-R,1
6,191,8010,inter,left,96,True,3,MH-L;MH-R,1
60,198,10530,inter,left,97,True,3,MH-L;MH-R,1
109,160,5520,inter,left,98,True,3,MH-L;MH-R,1
60,133,3720,inter,left,99,True,3,MH-L;MH-R,1
