start,end,rq_time,rq_type,subnetwork,request_id,start_station_ids,end_station_ids,walk_start_to_station_distance,walk_start_to_station_tt,walk_station_to_end_distance,walk_station_to_end_tt,station_departure_time
106,24,11070,intra,left,0,[106],[24],0,0,0,0,11070
3,56,11280,intra,left,1,[5],[56],1000,751,0,0,12031
21,119,8040,intra,left,2,[10; 20],[119],500,375,0,0,8415
44,93,4380,intra,left,3,[54],[92; 104],500,375,500,375,4755
22,66,11340,intra,left,4,[11; 23],[66],500,375,0,0,11715
63,60,7470,intra,left,5,[55],[60],500,375,0,0,7845
29,106,8160,intra,left,6,[29],[106],0,0,0,0,8160
62,7,8730,intra,left,7,[54],[5; 9; 19; 29],500,375,1000,751,9105
33,79,8880,intra,left,8,[11; 23; 35; 54],[79],1000,751,0,0,9631
37,20,14100,intra,left,9,[36; 38; 48],[20],500,375,0,0,14475
49,21,9780,intra,left,10,[49],[10; 20],0,0,500,375,9780
119,54,3600,intra,left,11,[119],[54],0,0,0,0,3600
64,105,11820,intra,left,12,[56],[105],500,375,0,0,12195
116,63,8550,intra,left,13,[116],[55],0,0,500,375,8550
71,37,11190,intra,left,14,[61],[36; 38; 48],500,375,500,375,11565
113,1,13830,intra,left,15,[91; 103; 115],[0; 12],1000,751,500,375,14581
91,16,13680,intra,left,16,[91],[16],0,0,0,0,13680
32,16,11820,intra,left,17,[10; 20; 30],[16],1000,751,0,0,12571
30,48,12270,intra,left,18,[30],[48],0,0,0,0,12270
52,113,10860,intra,left,19,[60],[91; 103; 115],500,375,1000,751,11235
2,28,4680,intra,left,20,[0; 12; 24],[27; 29; 39],1000,751,500,375,5431
59,74,9060,intra,left,21,[59],[75; 85],0,0,500,375,9060
21,113,12960,intra,left,22,[10; 20],[91; 103; 115],500,375,1000,751,13335
104,39,12150,intra,left,23,[104],[39],0,0,0,0,12150
32,48,3870,intra,left,24,[10; 20; 30],[48],1000,751,0,0,4621
33,111,10080,intra,left,25,[11; 23; 35; 54],[110],1000,751,500,375,10831
84,10,9840,intra,left,26,[85; 95],[10],500,375,0,0,10215
45,114,5160,intra,left,27,[55],[103; 115],500,375,500,375,5535
1,18,3660,intra,left,28,[0; 12],[19; 29],500,375,500,375,4035
20,62,4260,intra,left,29,[20],[54],0,0,500,375,4260
92,107,7650,intra,left,30,[92],[96; 106],0,0,500,375,7650
53,107,3840,intra,left,31,[61],[96; 106],500,375,500,375,4215
24,78,5880,intra,left,32,[24],[67; 77; 79],0,0,500,375,5880
19,100,4380,intra,left,33,[19],[99],0,0,500,375,4380
5,84,14130,intra,left,34,[5],[85; 95],0,0,500,375,14130
81,9,4560,intra,left,35,[80; 92],[9],500,375,0,0,4935
36,42,9600,intra,left,36,[36],[20; 30; 40; 60],0,0,1000,751,9600
20,62,8760,intra,left,37,[20],[54],0,0,500,375,8760
116,32,9030,intra,left,38,[116],[10; 20; 30],0,0,1000,751,9030
86,39,13080,intra,left,39,[86],[39],0,0,0,0,13080
95,32,13920,intra,left,40,[95],[10; 20; 30],0,0,1000,751,13920
33,85,12810,intra,left,41,[11; 23; 35; 54],[85],1000,751,0,0,13561
92,11,10980,intra,left,42,[92],[11],0,0,0,0,10980
105,17,13410,intra,left,43,[105],[16],0,0,500,375,13410
13,95,10260,intra,left,44,[12; 24],[95],500,375,0,0,10635
63,162,3990,inter,left,45,[55],[151; 161],500,375,500,375,4365
77,217,10080,inter,left,46,[77],[217],0,0,0,0,10080
60,168,9090,inter,left,47,[60],[168],0,0,0,0,9090
106,177,9990,inter,left,48,[106],[177],0,0,0,0,9990
70,208,3960,inter,left,49,[60],[197; 207; 209],500,375,500,375,4335
149,232,6900,intra,right,50,[148; 150; 160],[231],500,375,500,375,7275
131,132,4650,intra,right,51,[131],[132],0,0,0,0,4650
206,213,12750,intra,right,52,[206],[213],0,0,0,0,12750
193,210,4620,intra,right,53,[175],[209],1000,751,500,375,5371
132,210,9210,intra,right,54,[132],[209],0,0,500,375,9210
125,206,10230,intra,right,55,[126],[206],500,375,0,0,10605
121,177,6420,intra,right,56,[121],[177],0,0,0,0,6420
166,192,14190,intra,right,57,[176],[182],500,375,500,375,14565
219,142,8460,intra,right,58,[220],[131; 141],500,375,500,375,8835
231,150,11490,intra,right,59,[231],[150],0,0,0,0,11490
215,151,13560,intra,right,60,[216; 226],[151],500,375,0,0,13935
224,229,8760,intra,right,61,[224],[207; 217; 227; 231],0,0,1000,751,8760
142,215,4830,intra,right,62,[131; 141],[216; 226],500,375,500,375,5205
211,173,11550,intra,right,63,[200; 212],[181],500,375,500,375,11925
140,225,13350,intra,right,64,[140],[225],0,0,0,0,13350
145,173,10380,intra,right,65,[145],[181],0,0,500,375,10380
164,240,8130,intra,right,66,[182],[240],1000,751,0,0,8881
185,192,8400,intra,right,67,[177],[182],500,375,500,375,8775
199,204,12060,intra,right,68,[188; 198; 200],[206; 216; 226],500,375,1000,751,12435
142,231,7260,intra,right,69,[131; 141],[231],500,375,0,0,7635
144,230,13560,intra,right,70,[144],[231],0,0,500,375,13560
139,155,14040,intra,right,71,[140; 150],[144; 156],500,375,500,375,14415
127,191,8010,intra,right,72,[126],[181],500,375,500,375,8385
181,198,10530,intra,right,73,[181],[198],0,0,0,0,10530
230,160,5520,intra,right,74,[231],[160],500,375,0,0,5895
181,133,3720,intra,right,75,[181],[133],0,0,0,0,3720
163,238,10440,intra,right,76,[141; 151; 161; 181],[238],1000,751,0,0,11191
179,215,10680,intra,right,77,[179],[216; 226],0,0,500,375,10680
198,142,5640,intra,right,78,[198],[131; 141],0,0,500,375,5640
219,214,5670,intra,right,79,[220],[213; 225],500,375,500,375,6045
212,166,8400,intra,right,80,[212],[176],0,0,500,375,8400
192,217,9450,intra,right,81,[182],[217],500,375,0,0,9825
208,146,7050,intra,right,82,[197; 207; 209],[145; 157],500,375,500,375,7425
147,199,8100,intra,right,83,[148],[188; 198; 200],500,375,500,375,8475
197,132,12180,intra,right,84,[197],[132],0,0,0,0,12180
218,200,10950,intra,right,85,[207; 217],[200],500,375,0,0,11325
124,191,12660,intra,right,86,[126],[181],1000,751,500,375,13411
135,196,3750,intra,right,87,[133; 137; 145; 157],[196],1000,751,0,0,4501
181,155,4740,intra,right,88,[181],[144; 156],0,0,500,375,4740
184,142,8220,intra,right,89,[176],[131; 141],500,375,500,375,8595
157,128,5820,intra,right,90,[157],[126; 130; 140; 150],0,0,1000,751,5820
146,220,8970,intra,right,91,[145; 157],[220],500,375,0,0,9345
122,238,6120,intra,right,92,[121; 133],[238],500,375,0,0,6495
231,174,7260,intra,right,93,[231],[182],0,0,500,375,7260
203,133,9480,intra,right,94,[182; 201; 213; 225],[133],1000,751,0,0,10231
234,3,9300,inter,right,95,[212; 224; 236],[5],1000,751,1000,751,10051
155,108,12750,inter,right,96,[144; 156],[86; 96; 106; 110],500,375,1000,751,13125
163,60,11400,inter,right,97,[141; 151; 161; 181],[60],1000,751,0,0,12151
142,72,4170,inter,right,98,[131; 141],[54],500,375,1000,751,4545
122,18,13350,inter,right,99,[121; 133],[19; 29],500,375,500,375,13725
