start,end,rq_time,rq_type,subnetwork,request_id,start_station_ids,end_station_ids,walk_start_to_station_distance,walk_start_to_station_tt,walk_station_to_end_distance,walk_station_to_end_tt,station_departure_time
106,24,11070,intra,left,0,[106],[24],0,0,0,0,11070
3,56,11280,intra,left,1,[5],[56],1000,751,0,0,12031
21,119,8040,intra,left,2,[10; 20],[119],500,375,0,0,8415
44,93,4380,intra,left,3,[54],[92; 104],500,375,500,375,4755
22,66,11340,intra,left,4,[11; 23],[66],500,375,0,0,11715
63,60,7470,intra,left,5,[55],[60],500,375,0,0,7845
29,106,8160,intra,left,6,[29],[106],0,0,0,0,8160
62,7,8730,intra,left,7,[54],[5; 9; 19; 29],500,375,1000,751,9105
33,79,8880,intra,left,8,[11; 23; 35; 54],[79],1000,751,0,0,9631
37,20,14100,intra,left,9,[36; 38; 48],[20],500,375,0,0,14475
49,21,9780,intra,left,10,[49],[10; 20],0,0,500,375,9780
119,54,3600,intra,left,11,[119],[54],0,0,0,0,3600
64,105,11820,intra,left,12,[56],[105],500,375,0,0,12195
116,63,8550,intra,left,13,[116],[55],0,0,500,375,8550
71,37,11190,intra,left,14,[61],[36; 38; 48],500,375,500,375,11565
113,1,13830,intra,left,15,[91; 103; 115],[0; 12],1000,751,500,375,14581
91,16,13680,intra,left,16,[91],[16],0,0,0,0,13680
32,16,11820,intra,left,17,[10; 20; 30],[16],1000,751,0,0,12571
30,48,12270,intra,left,18,[30],[48],0,0,0,0,12270
52,113,10860,intra,left,19,[60],[91; 103; 115],500,375,1000,751,11235
2,28,4680,intra,left,20,[0; 12; 24],[27; 29; 39],1000,751,500,375,5431
59,74,9060,intra,left,21,[59],[75; 85],0,0,500,375,9060
21,113,12960,intra,left,22,[10; 20],[91; 103; 115],500,375,1000,751,13335
104,39,12150,intra,left,23,[104],[39],0,0,0,0,12150
32,48,3870,intra,left,24,[10; 20; 30],[48],1000,751,0,0,4621
33,111,10080,intra,left,25,[11; 23; 35; 54],[110],1000,751,500,375,10831
84,10,9840,intra,left,26,[85; 95],[10],500,375,0,0,10215
45,114,5160,intra,left,27,[55],[103; 115],500,375,500,375,5535
1,18,3660,intra,left,28,[0; 12],[19; 29],500,375,500,375,4035
20,62,4260,intra,left,29,[20],[54],0,0,500,375,4260
92,228,7650,inter,left,30,[92],[217; 227],0,0,500,375,7650
57,218,4560,inter,left,31,[57],[207; 217],0,0,500,375,4560
92,181,12090,inter,left,32,[92],[181],0,0,0,0,12090
53,228,3840,inter,left,33,[61],[217; 227],500,375,500,375,4215
20,129,8160,inter,left,34,[20],[130; 140],0,0,500,375,8160
78,197,4170,inter,left,35,[67; 77; 79],[197],500,375,0,0,4545
100,130,4380,inter,left,36,[99],[130],500,375,0,0,4755
50,181,7590,inter,left,37,[40; 49; 58],[181],500,375,0,0,7965
95,226,6780,inter,left,38,[95],[226],0,0,0,0,6780
81,130,4560,inter,left,39,[80; 92],[130],500,375,0,0,4935
13,165,5730,inter,left,40,[12; 24],[175],500,375,500,375,6105
92,157,9600,inter,left,41,[92],[157],0,0,0,0,9600
26,145,8040,inter,left,42,[27],[145],500,375,0,0,8415
62,165,8340,inter,left,43,[54],[175],500,375,500,375,8715
32,174,6180,inter,left,44,[10; 20; 30],[182],1000,751,500,375,6931
39,181,14130,inter,left,45,[39],[181],0,0,0,0,14130
32,208,13920,inter,left,46,[10; 20; 30],[197; 207; 209],1000,751,500,375,14671
33,206,12810,inter,left,47,[11; 23; 35; 54],[206],1000,751,0,0,13561
90,200,14040,inter,left,48,[79; 91],[200],500,375,0,0,14415
105,138,13410,inter,left,49,[105],[137],0,0,500,375,13410
13,216,10260,inter,left,50,[12; 24],[216],500,375,0,0,10635
63,162,3990,inter,left,51,[55],[151; 161],500,375,500,375,4365
77,217,10080,inter,left,52,[77],[217],0,0,0,0,10080
60,168,9090,inter,left,53,[60],[168],0,0,0,0,9090
106,177,9990,inter,left,54,[106],[177],0,0,0,0,9990
70,208,3960,inter,left,55,[60],[197; 207; 209],500,375,500,375,4335
28,232,6900,inter,left,56,[27; 29; 39],[231],500,375,500,375,7275
10,132,4650,inter,left,57,[10],[132],0,0,0,0,4650
85,213,12750,inter,left,58,[85],[213],0,0,0,0,12750
72,210,4620,inter,left,59,[54],[209],1000,751,500,375,5371
11,210,9210,inter,left,60,[11],[209],0,0,500,375,9210
4,206,10230,inter,left,61,[5],[206],500,375,0,0,10605
0,177,6420,inter,left,62,[0],[177],0,0,0,0,6420
45,192,14190,inter,left,63,[55],[182],500,375,500,375,14565
98,142,8460,inter,left,64,[99],[131; 141],500,375,500,375,8835
110,150,11490,inter,left,65,[110],[150],0,0,0,0,11490
94,151,13560,inter,left,66,[95; 105],[151],500,375,0,0,13935
39,178,10950,inter,left,67,[39],[178],0,0,0,0,10950
103,229,8760,inter,left,68,[103],[207; 217; 227; 231],0,0,1000,751,8760
21,215,4830,inter,left,69,[10; 20],[216; 226],500,375,500,375,5205
71,213,4620,inter,left,70,[61],[213],500,375,0,0,4995
15,143,12630,inter,left,71,[16],[132; 144],500,375,500,375,13005
36,161,6300,inter,left,72,[36],[161],0,0,0,0,6300
52,130,13350,inter,left,73,[60],[130],500,375,0,0,13725
54,133,4380,inter,left,74,[54],[133],0,0,0,0,4380
35,145,10380,inter,left,75,[35],[145],0,0,0,0,10380
23,171,11820,inter,left,76,[23],[161; 170; 179],0,0,500,375,11820
64,192,8400,inter,left,77,[56],[182],500,375,500,375,8775
78,204,12060,inter,left,78,[67; 77; 79],[206; 216; 226],500,375,1000,751,12435
3,158,11910,inter,left,79,[5],[157; 159; 169],1000,751,500,375,12661
23,230,13560,inter,left,80,[23],[231],0,0,500,375,13560
18,155,14040,inter,left,81,[19; 29],[144; 156],500,375,500,375,14415
6,191,8010,inter,left,82,[5],[181],500,375,500,375,8385
60,198,10530,inter,left,83,[60],[198],0,0,0,0,10530
109,160,5520,inter,left,84,[110],[160],500,375,0,0,5895
60,133,3720,inter,left,85,[60],[133],0,0,0,0,3720
100,179,10260,inter,left,86,[99],[179],500,375,0,0,10635
21,229,11280,inter,left,87,[10; 20],[207; 217; 227; 231],500,375,1000,751,11655
35,198,4230,inter,left,88,[35],[198],0,0,0,0,4230
68,219,6390,inter,left,89,[68],[220],0,0,500,375,6390
69,234,10170,inter,left,90,[59; 68; 80],[212; 224; 236],500,375,1000,751,10545
45,153,5550,inter,left,91,[55],[131; 141; 151],500,375,1000,751,5925
95,192,9450,inter,left,92,[95],[182],0,0,500,375,9450
87,146,7050,inter,left,93,[76; 86; 88],[145; 157],500,375,500,375,7425
26,199,8100,inter,left,94,[27],[188; 198; 200],500,375,500,375,8475
76,132,12180,inter,left,95,[76],[132],0,0,0,0,12180
97,200,10950,inter,left,96,[86; 96],[200],500,375,0,0,11325
3,191,12660,inter,left,97,[5],[181],1000,751,500,375,13411
14,196,3750,inter,left,98,[12; 16; 24; 36],[196],1000,751,0,0,4501
86,200,9840,inter,left,99,[86],[200],0,0,0,0,9840
181,155,4740,intra,right,100,[181],[144; 156],0,0,500,375,4740
184,142,8220,intra,right,101,[176],[131; 141],500,375,500,375,8595
157,128,5820,intra,right,102,[157],[126; 130; 140; 150],0,0,1000,751,5820
146,220,8970,intra,right,103,[145; 157],[220],500,375,0,0,9345
122,238,6120,intra,right,104,[121; 133],[238],500,375,0,0,6495
231,174,7260,intra,right,105,[231],[182],0,0,500,375,7260
203,133,9480,intra,right,106,[182; 201; 213; 225],[133],1000,751,0,0,10231
234,124,9300,intra,right,107,[212; 224; 236],[126],1000,751,1000,751,10051
155,229,12750,intra,right,108,[144; 156],[207; 217; 227; 231],500,375,1000,751,13125
125,142,13440,intra,right,109,[126],[131; 141],500,375,500,375,13815
140,122,7980,intra,right,110,[140],[121; 133],0,0,500,375,7980
176,170,10170,intra,right,111,[176],[170],0,0,0,0,10170
196,124,9660,intra,right,112,[196],[126],0,0,1000,751,9660
210,140,9990,intra,right,113,[209],[140],500,375,0,0,10365
233,160,6540,intra,right,114,[231],[160],1000,751,0,0,7291
165,127,6420,intra,right,115,[175],[126],500,375,500,375,6795
183,147,10800,intra,right,116,[175],[148],500,375,500,375,11175
121,157,12900,intra,right,117,[121],[157],0,0,0,0,12900
199,158,8520,intra,right,118,[188; 198; 200],[157; 159; 169],500,375,500,375,8895
210,144,13800,intra,right,119,[209],[144],500,375,0,0,14175
139,195,13950,intra,right,120,[140; 150],[196; 206],500,375,500,375,14325
165,152,10170,intra,right,121,[175],[141; 151],500,375,500,375,10545
197,225,7770,intra,right,122,[197],[225],0,0,0,0,7770
145,211,6240,intra,right,123,[145],[200; 212],0,0,500,375,6240
213,177,11880,intra,right,124,[213],[177],0,0,0,0,11880
176,131,11430,intra,right,125,[176],[131],0,0,0,0,11430
180,231,6360,intra,right,126,[180],[231],0,0,0,0,6360
130,175,9270,intra,right,127,[130],[175],0,0,0,0,9270
205,159,6480,intra,right,128,[206; 216],[159],500,375,0,0,6855
239,204,4590,intra,right,129,[239],[206; 216; 226],0,0,1000,751,4590
189,75,10290,inter,right,130,[189],[75],0,0,0,0,10290
167,46,10830,inter,right,131,[156; 168; 177],[35; 47; 56],500,375,500,375,11205
142,49,12030,inter,right,132,[131; 141],[49],500,375,0,0,12405
220,96,11640,inter,right,133,[220],[96],0,0,0,0,11640
186,84,6720,inter,right,134,[178; 187; 196],[85; 95],500,375,500,375,7095
229,20,10410,inter,right,135,[207; 217; 227; 231],[20],1000,751,0,0,11161
174,29,13920,inter,right,136,[182],[29],500,375,0,0,14295
227,7,11250,inter,right,137,[227],[5; 9; 19; 29],0,0,1000,751,11250
188,22,10830,inter,right,138,[188],[11; 23],0,0,500,375,10830
144,9,12270,inter,right,139,[144],[9],0,0,0,0,12270
136,13,8280,inter,right,140,[137],[12; 24],500,375,500,375,8655
203,28,5730,inter,right,141,[182; 201; 213; 225],[27; 29; 39],1000,751,500,375,6481
234,69,5580,inter,right,142,[212; 224; 236],[59; 68; 80],1000,751,500,375,6331
151,2,9390,inter,right,143,[151],[0; 12; 24],0,0,1000,751,9390
140,58,8730,inter,right,144,[140],[58],0,0,0,0,8730
141,28,12810,inter,right,145,[141],[27; 29; 39],0,0,500,375,12810
211,40,13620,inter,right,146,[200; 212],[40],500,375,0,0,13995
201,94,11940,inter,right,147,[201],[95; 105],0,0,500,375,11940
209,35,10290,inter,right,148,[209],[35],0,0,0,0,10290
208,97,11220,inter,right,149,[197; 207; 209],[86; 96],500,375,500,375,11595
177,60,4140,inter,right,150,[177],[60],0,0,0,0,4140
184,44,12540,inter,right,151,[176],[54],500,375,500,375,12915
145,95,12600,inter,right,152,[145],[95],0,0,0,0,12600
153,4,8640,inter,right,153,[131; 141; 151],[5],1000,751,500,375,9391
193,54,5160,inter,right,154,[175],[54],1000,751,0,0,5911
231,11,8970,inter,right,155,[231],[11],0,0,0,0,8970
217,76,4920,inter,right,156,[217],[76],0,0,0,0,4920
221,48,11340,inter,right,157,[220],[48],500,375,0,0,11715
191,18,8340,inter,right,158,[181],[19; 29],500,375,500,375,8715
154,21,12900,inter,right,159,[132; 144; 156; 175],[10; 20],1000,751,500,375,13651
126,109,5370,inter,right,160,[126],[110],0,0,500,375,5370
150,46,5010,inter,right,161,[150],[35; 47; 56],0,0,500,375,5010
146,110,11940,inter,right,162,[145; 157],[110],500,375,0,0,12315
203,33,5160,inter,right,163,[182; 201; 213; 225],[11; 23; 35; 54],1000,751,1000,751,5911
209,56,7830,inter,right,164,[209],[56],0,0,0,0,7830
176,21,4320,inter,right,165,[176],[10; 20],0,0,500,375,4320
128,46,12270,inter,right,166,[126; 130; 140; 150],[35; 47; 56],1000,751,500,375,13021
178,20,8010,inter,right,167,[178],[20],0,0,0,0,8010
175,49,13860,inter,right,168,[175],[49],0,0,0,0,13860
136,40,5970,inter,right,169,[137],[40],500,375,0,0,6345
228,96,12900,inter,right,170,[217; 227],[96],500,375,0,0,13275
154,93,11100,inter,right,171,[132; 144; 156; 175],[92; 104],1000,751,500,375,11851
141,84,3810,inter,right,172,[141],[85; 95],0,0,500,375,3810
161,11,5700,inter,right,173,[161],[11],0,0,0,0,5700
133,0,14250,inter,right,174,[133],[0],0,0,0,0,14250
129,16,9720,inter,right,175,[130; 140],[16],500,375,0,0,10095
180,50,4800,inter,right,176,[180],[40; 49; 58],0,0,500,375,4800
172,51,13140,inter,right,177,[180],[59],500,375,500,375,13515
142,82,9330,inter,right,178,[131; 141],[61; 80; 92; 104],500,375,1000,751,9705
191,9,8940,inter,right,179,[181],[9],500,375,0,0,9315
132,1,12120,inter,right,180,[132],[0; 12],0,0,500,375,12120
165,20,12780,inter,right,181,[175],[20],500,375,0,0,13155
178,96,11730,inter,right,182,[178],[96],0,0,0,0,11730
164,72,11850,inter,right,183,[182],[54],1000,751,1000,751,12601
154,29,7020,inter,right,184,[132; 144; 156; 175],[29],1000,751,0,0,7771
150,30,7500,inter,right,185,[150],[30],0,0,0,0,7500
164,33,7590,inter,right,186,[182],[11; 23; 35; 54],1000,751,1000,751,8341
148,40,10620,inter,right,187,[148],[40],0,0,0,0,10620
212,51,4740,inter,right,188,[212],[59],0,0,500,375,4740
151,66,11400,inter,right,189,[151],[66],0,0,0,0,11400
205,33,13410,inter,right,190,[206; 216],[11; 23; 35; 54],500,375,1000,751,13785
133,33,8730,inter,right,191,[133],[11; 23; 35; 54],0,0,1000,751,8730
151,64,5610,inter,right,192,[151],[56],0,0,500,375,5610
210,22,3600,inter,right,193,[209],[11; 23],500,375,500,375,3975
194,59,13380,inter,right,194,[176; 196; 206; 216],[59],1000,751,0,0,14131
170,60,13260,inter,right,195,[170],[60],0,0,0,0,13260
182,96,4110,inter,right,196,[182],[96],0,0,0,0,4110
229,56,7860,inter,right,197,[207; 217; 227; 231],[56],1000,751,0,0,8611
205,44,13800,inter,right,198,[206; 216],[54],500,375,500,375,14175
210,43,9150,inter,right,199,[209],[61],500,375,1000,751,9525
