start,end,rq_time,rq_type,subnetwork,request_id,start_station_street_ids,end_station_street_ids,walk_start_to_station_street_distance,walk_start_to_station_street_tt,walk_station_to_end_street_distance,walk_station_to_end_street_tt,station_street_arrival_time
106,24,11070,intra,left,0,[106],[24],0,0,0,0,11070
3,56,11280,intra,left,1,[5],[56],1000,751,0,0,12031
21,119,8040,intra,left,2,[10; 20],[119],500,375,0,0,8415
44,93,4380,intra,left,3,[54],[92; 104],500,375,500,375,4755
22,66,11340,intra,left,4,[11; 23],[66],500,375,0,0,11715
63,60,7470,intra,left,5,[55],[60],500,375,0,0,7845
29,106,8160,intra,left,6,[29],[106],0,0,0,0,8160
62,7,8730,intra,left,7,[54],[5; 9; 19; 29],500,375,1000,751,9105
33,79,8880,intra,left,8,[11; 23; 35; 54],[79],1000,751,0,0,9631
37,20,14100,intra,left,9,[36; 38; 48],[20],500,375,0,0,14475
49,21,9780,intra,left,10,[49],[10; 20],0,0,500,375,9780
119,54,3600,intra,left,11,[119],[54],0,0,0,0,3600
64,105,11820,intra,left,12,[56],[105],500,375,0,0,12195
116,63,8550,intra,left,13,[116],[55],0,0,500,375,8550
71,37,11190,intra,left,14,[61],[36; 38; 48],500,375,500,375,11565
113,1,13830,intra,left,15,[91; 103; 115],[0; 12],1000,751,500,375,14581
91,16,13680,intra,left,16,[91],[16],0,0,0,0,13680
32,16,11820,intra,left,17,[10; 20; 30],[16],1000,751,0,0,12571
30,48,12270,intra,left,18,[30],[48],0,0,0,0,12270
52,113,10860,intra,left,19,[60],[91; 103; 115],500,375,1000,751,11235
2,28,4680,intra,left,20,[0; 12; 24],[27; 29; 39],1000,751,500,375,5431
59,74,9060,intra,left,21,[59],[75; 85],0,0,500,375,9060
21,113,12960,intra,left,22,[10; 20],[91; 103; 115],500,375,1000,751,13335
104,39,12150,intra,left,23,[104],[39],0,0,0,0,12150
32,48,3870,intra,left,24,[10; 20; 30],[48],1000,751,0,0,4621
33,111,10080,intra,left,25,[11; 23; 35; 54],[110],1000,751,500,375,10831
84,10,9840,intra,left,26,[85; 95],[10],500,375,0,0,10215
45,114,5160,intra,left,27,[55],[103; 115],500,375,500,375,5535
1,18,3660,intra,left,28,[0; 12],[19; 29],500,375,500,375,4035
20,62,4260,intra,left,29,[20],[54],0,0,500,375,4260
92,107,7650,intra,left,30,[92],[96; 106],0,0,500,375,7650
53,107,3840,intra,left,31,[61],[96; 106],500,375,500,375,4215
24,78,5880,intra,left,32,[24],[67; 77; 79],0,0,500,375,5880
19,100,4380,intra,left,33,[19],[99],0,0,500,375,4380
5,84,14130,intra,left,34,[5],[85; 95],0,0,500,375,14130
81,9,4560,intra,left,35,[80; 92],[9],500,375,0,0,4935
36,42,9600,intra,left,36,[36],[20; 30; 40; 60],0,0,1000,751,9600
20,62,8760,intra,left,37,[20],[54],0,0,500,375,8760
116,32,9030,intra,left,38,[116],[10; 20; 30],0,0,1000,751,9030
86,39,13080,intra,left,39,[86],[39],0,0,0,0,13080
95,32,13920,intra,left,40,[95],[10; 20; 30],0,0,1000,751,13920
33,85,12810,intra,left,41,[11; 23; 35; 54],[85],1000,751,0,0,13561
92,11,10980,intra,left,42,[92],[11],0,0,0,0,10980
105,17,13410,intra,left,43,[105],[16],0,0,500,375,13410
13,95,10260,intra,left,44,[12; 24],[95],500,375,0,0,10635
63,41,3990,intra,left,45,[55],[30; 40],500,375,500,375,4365
88,60,9090,intra,left,46,[88],[60],0,0,0,0,9090
106,56,9990,intra,left,47,[106],[56],0,0,0,0,9990
70,87,3960,intra,left,48,[60],[76; 86; 88],500,375,500,375,4335
28,111,6900,intra,left,49,[27; 29; 39],[110],500,375,500,375,7275
10,11,4650,intra,left,50,[10],[11],0,0,0,0,4650
85,92,12750,intra,left,51,[85],[92],0,0,0,0,12750
72,89,4620,intra,left,52,[54],[88],1000,751,500,375,5371
11,89,9210,intra,left,53,[11],[88],0,0,500,375,9210
4,85,10230,intra,left,54,[5],[85],500,375,0,0,10605
0,56,6420,intra,left,55,[0],[56],0,0,0,0,6420
45,71,14190,intra,left,56,[55],[61],500,375,500,375,14565
98,21,8460,intra,left,57,[99],[10; 20],500,375,500,375,8835
110,29,11490,intra,left,58,[110],[29],0,0,0,0,11490
94,30,13560,intra,left,59,[95; 105],[30],500,375,0,0,13935
103,108,8760,intra,left,60,[103],[86; 96; 106; 110],0,0,1000,751,8760
21,94,4830,intra,left,61,[10; 20],[95; 105],500,375,500,375,5205
90,52,11550,intra,left,62,[79; 91],[60],500,375,500,375,11925
19,104,13350,intra,left,63,[19],[104],0,0,0,0,13350
24,52,10380,intra,left,64,[24],[60],0,0,500,375,10380
43,119,8130,intra,left,65,[61],[119],1000,751,0,0,8881
64,71,8400,intra,left,66,[56],[61],500,375,500,375,8775
78,204,12060,inter,left,67,[67; 77; 79],[206; 216; 226],500,375,1000,751,12435
3,158,11910,inter,left,68,[5],[157; 159; 169],1000,751,500,375,12661
23,230,13560,inter,left,69,[23],[231],0,0,500,375,13560
18,155,14040,inter,left,70,[19; 29],[144; 156],500,375,500,375,14415
6,191,8010,inter,left,71,[5],[181],500,375,500,375,8385
60,198,10530,inter,left,72,[60],[198],0,0,0,0,10530
109,160,5520,inter,left,73,[110],[160],500,375,0,0,5895
60,133,3720,inter,left,74,[60],[133],0,0,0,0,3720
163,238,10440,intra,right,75,[141; 151; 161; 181],[238],1000,751,0,0,11191
179,215,10680,intra,right,76,[179],[216; 226],0,0,500,375,10680
198,142,5640,intra,right,77,[198],[131; 141],0,0,500,375,5640
219,214,5670,intra,right,78,[220],[213; 225],500,375,500,375,6045
212,166,8400,intra,right,79,[212],[176],0,0,500,375,8400
192,217,9450,intra,right,80,[182],[217],500,375,0,0,9825
208,146,7050,intra,right,81,[197; 207; 209],[145; 157],500,375,500,375,7425
147,199,8100,intra,right,82,[148],[188; 198; 200],500,375,500,375,8475
197,132,12180,intra,right,83,[197],[132],0,0,0,0,12180
218,200,10950,intra,right,84,[207; 217],[200],500,375,0,0,11325
124,191,12660,intra,right,85,[126],[181],1000,751,500,375,13411
135,196,3750,intra,right,86,[133; 137; 145; 157],[196],1000,751,0,0,4501
181,155,4740,intra,right,87,[181],[144; 156],0,0,500,375,4740
184,142,8220,intra,right,88,[176],[131; 141],500,375,500,375,8595
157,128,5820,intra,right,89,[157],[126; 130; 140; 150],0,0,1000,751,5820
146,220,8970,intra,right,90,[145; 157],[220],500,375,0,0,9345
122,238,6120,intra,right,91,[121; 133],[238],500,375,0,0,6495
231,174,7260,intra,right,92,[231],[182],0,0,500,375,7260
203,133,9480,intra,right,93,[182; 201; 213; 225],[133],1000,751,0,0,10231
234,124,9300,intra,right,94,[212; 224; 236],[126],1000,751,1000,751,10051
155,229,12750,intra,right,95,[144; 156],[207; 217; 227; 231],500,375,1000,751,13125
125,142,13440,intra,right,96,[126],[131; 141],500,375,500,375,13815
140,122,7980,intra,right,97,[140],[121; 133],0,0,500,375,7980
176,170,10170,intra,right,98,[176],[170],0,0,0,0,10170
196,124,9660,intra,right,99,[196],[126],0,0,1000,751,9660
210,140,9990,intra,right,100,[209],[140],500,375,0,0,10365
233,160,6540,intra,right,101,[231],[160],1000,751,0,0,7291
165,127,6420,intra,right,102,[175],[126],500,375,500,375,6795
183,147,10800,intra,right,103,[175],[148],500,375,500,375,11175
121,157,12900,intra,right,104,[121],[157],0,0,0,0,12900
199,158,8520,intra,right,105,[188; 198; 200],[157; 159; 169],500,375,500,375,8895
210,144,13800,intra,right,106,[209],[144],500,375,0,0,14175
139,195,13950,intra,right,107,[140; 150],[196; 206],500,375,500,375,14325
165,152,10170,intra,right,108,[175],[141; 151],500,375,500,375,10545
197,225,7770,intra,right,109,[197],[225],0,0,0,0,7770
145,211,6240,intra,right,110,[145],[200; 212],0,0,500,375,6240
213,177,11880,intra,right,111,[213],[177],0,0,0,0,11880
176,131,11430,intra,right,112,[176],[131],0,0,0,0,11430
180,231,6360,intra,right,113,[180],[231],0,0,0,0,6360
130,175,9270,intra,right,114,[130],[175],0,0,0,0,9270
205,159,6480,intra,right,115,[206; 216],[159],500,375,0,0,6855
239,204,4590,intra,right,116,[239],[206; 216; 226],0,0,1000,751,4590
216,167,10830,intra,right,117,[216],[156; 168; 177],0,0,500,375,10830
142,170,12030,intra,right,118,[131; 141],[170],500,375,0,0,12405
133,186,6720,intra,right,119,[133],[178; 187; 196],0,0,500,375,6720
229,141,10410,intra,right,120,[207; 217; 227; 231],[141],1000,751,0,0,11161
153,209,7650,intra,right,121,[131; 141; 151],[209],1000,751,0,0,8401
141,220,11250,intra,right,122,[141],[220],0,0,0,0,11250
188,143,10830,intra,right,123,[188],[132; 144],0,0,500,375,10830
144,130,12270,intra,right,124,[144],[130],0,0,0,0,12270
231,149,6060,intra,right,125,[231],[148; 150; 160],0,0,500,375,6060
149,166,5730,intra,right,126,[148; 150; 160],[176],500,375,500,375,6105
187,151,11340,intra,right,127,[187],[151],0,0,0,0,11340
186,140,8730,intra,right,128,[178; 187; 196],[140],500,375,0,0,9105
201,215,11940,intra,right,129,[201],[216; 226],0,0,500,375,11940
209,156,10290,intra,right,130,[209],[156],0,0,0,0,10290
177,181,4140,intra,right,131,[177],[181],0,0,0,0,4140
163,145,10290,intra,right,132,[141; 151; 161; 181],[145],1000,751,0,0,11041
165,153,11400,intra,right,133,[175],[131; 141; 151],500,375,1000,751,11775
161,193,5220,intra,right,134,[161],[175],0,0,1000,751,5220
173,231,11610,intra,right,135,[181],[231],500,375,0,0,11985
172,217,13560,intra,right,136,[180],[217],500,375,0,0,13935
165,221,11190,intra,right,137,[175],[220],500,375,500,375,11565
147,235,11340,intra,right,138,[148],[224; 236],500,375,500,375,11715
191,139,8340,intra,right,139,[181],[140; 150],500,375,500,375,8715
154,142,12900,intra,right,140,[132; 144; 156; 175],[131; 141],1000,751,500,375,13651
126,230,5370,intra,right,141,[126],[231],0,0,500,375,5370
150,46,5010,inter,right,142,[150],[35; 47; 56],0,0,500,375,5010
146,110,11940,inter,right,143,[145; 157],[110],500,375,0,0,12315
203,33,5160,inter,right,144,[182; 201; 213; 225],[11; 23; 35; 54],1000,751,1000,751,5911
209,56,7830,inter,right,145,[209],[56],0,0,0,0,7830
176,21,4320,inter,right,146,[176],[10; 20],0,0,500,375,4320
128,46,12270,inter,right,147,[126; 130; 140; 150],[35; 47; 56],1000,751,500,375,13021
178,20,8010,inter,right,148,[178],[20],0,0,0,0,8010
175,49,13860,inter,right,149,[175],[49],0,0,0,0,13860
