start,end,rq_time,rq_type,subnetwork,request_id
10,73,10410,intra,left,0
109,79,13680,intra,left,1
62,25,3630,intra,left,2
111,33,10680,intra,left,3
110,68,11520,intra,left,4
2,76,4530,intra,left,5
66,5,7350,intra,left,6
114,43,9510,intra,left,7
101,49,7560,intra,left,8
101,62,6000,intra,left,9
63,19,6150,intra,left,10
57,5,12780,intra,left,11
26,78,7170,intra,left,12
70,106,10140,intra,left,13
63,10,13290,intra,left,14
85,11,7470,intra,left,15
82,35,4830,intra,left,16
105,24,4860,intra,left,17
67,7,4680,intra,left,18
33,76,5640,intra,left,19
33,15,9510,intra,left,20
47,21,11130,intra,left,21
70,1,3870,intra,left,22
48,101,4860,intra,left,23
40,77,5790,intra,left,24
82,66,8190,intra,left,25
21,76,10620,intra,left,26
113,14,11940,intra,left,27
3,33,4680,intra,left,28
105,24,5400,intra,left,29
58,20,14340,intra,left,30
82,111,7230,intra,left,31
70,28,12780,intra,left,32
69,111,12300,intra,left,33
91,28,5250,intra,left,34
110,46,6360,intra,left,35
63,108,8760,intra,left,36
1,108,7950,intra,left,37
91,7,10440,intra,left,38
50,88,5910,intra,left,39
80,106,5880,intra,left,40
57,82,9720,intra,left,41
110,46,8130,intra,left,42
22,48,12450,intra,left,43
91,37,6810,intra,left,44
33,209,11940,inter,left,45
51,216,13410,inter,left,46
71,228,13440,inter,left,47
79,160,14250,inter,left,48
42,126,5310,inter,left,49
217,144,6210,intra,right,50
166,152,7920,intra,right,51
220,190,4650,intra,right,52
230,123,14250,intra,right,53
135,141,7350,intra,right,54
150,178,6660,intra,right,55
183,220,4140,intra,right,56
193,209,8400,intra,right,57
137,234,6720,intra,right,58
210,165,9120,intra,right,59
194,181,7470,intra,right,60
235,146,4350,intra,right,61
158,212,11760,intra,right,62
189,219,9420,intra,right,63
133,170,5010,intra,right,64
135,215,10860,intra,right,65
185,212,11340,intra,right,66
160,229,11610,intra,right,67
207,159,8700,intra,right,68
221,184,9180,intra,right,69
145,187,10170,intra,right,70
141,155,6570,intra,right,71
228,162,5460,intra,right,72
231,184,8880,intra,right,73
160,207,10350,intra,right,74
179,145,10200,intra,right,75
134,150,11340,intra,right,76
203,132,13800,intra,right,77
227,179,6720,intra,right,78
160,154,8070,intra,right,79
152,223,4230,intra,right,80
174,226,4290,intra,right,81
180,217,5160,intra,right,82
155,128,5010,intra,right,83
222,167,5940,intra,right,84
161,227,9540,intra,right,85
126,227,11610,intra,right,86
163,132,3630,intra,right,87
128,235,6480,intra,right,88
190,184,7590,intra,right,89
129,166,13500,intra,right,90
160,226,9420,intra,right,91
163,143,9870,intra,right,92
171,204,13590,intra,right,93
217,190,6600,intra,right,94
165,99,11880,inter,right,95
137,84,12750,inter,right,96
193,82,12090,inter,right,97
126,84,5400,inter,right,98
126,15,12390,inter,right,99
