start,end,rq_time,rq_type,subnetwork,request_id
106,24,11070,intra,left,0
3,56,11280,intra,left,1
21,119,8040,intra,left,2
44,93,4380,intra,left,3
22,66,11340,intra,left,4
63,60,7470,intra,left,5
29,106,8160,intra,left,6
62,7,8730,intra,left,7
33,79,8880,intra,left,8
37,20,14100,intra,left,9
49,21,9780,intra,left,10
119,54,3600,intra,left,11
64,105,11820,intra,left,12
116,63,8550,intra,left,13
71,37,11190,intra,left,14
113,1,13830,intra,left,15
91,16,13680,intra,left,16
32,16,11820,intra,left,17
30,48,12270,intra,left,18
52,113,10860,intra,left,19
2,28,4680,intra,left,20
59,74,9060,intra,left,21
21,113,12960,intra,left,22
104,39,12150,intra,left,23
32,48,3870,intra,left,24
33,111,10080,intra,left,25
84,10,9840,intra,left,26
45,114,5160,intra,left,27
1,18,3660,intra,left,28
20,62,4260,intra,left,29
92,107,7650,intra,left,30
53,107,3840,intra,left,31
24,78,5880,intra,left,32
19,100,4380,intra,left,33
5,84,14130,intra,left,34
105,227,13710,inter,left,35
9,153,7830,inter,left,36
44,192,14040,inter,left,37
36,163,9600,inter,left,38
26,145,8040,inter,left,39
62,165,8340,inter,left,40
32,174,6180,inter,left,41
39,181,14130,inter,left,42
32,208,13920,inter,left,43
33,206,12810,inter,left,44
90,200,14040,inter,left,45
105,138,13410,inter,left,46
13,216,10260,inter,left,47
63,162,3990,inter,left,48
77,217,10080,inter,left,49
181,168,9090,intra,right,50
227,177,9990,intra,right,51
191,208,3960,intra,right,52
149,232,6900,intra,right,53
131,132,4650,intra,right,54
206,213,12750,intra,right,55
193,210,4620,intra,right,56
132,210,9210,intra,right,57
125,206,10230,intra,right,58
121,177,6420,intra,right,59
166,192,14190,intra,right,60
219,142,8460,intra,right,61
231,150,11490,intra,right,62
215,151,13560,intra,right,63
224,229,8760,intra,right,64
142,215,4830,intra,right,65
211,173,11550,intra,right,66
140,225,13350,intra,right,67
145,173,10380,intra,right,68
164,240,8130,intra,right,69
185,192,8400,intra,right,70
199,204,12060,intra,right,71
142,231,7260,intra,right,72
144,230,13560,intra,right,73
139,155,14040,intra,right,74
127,191,8010,intra,right,75
181,198,10530,intra,right,76
230,160,5520,intra,right,77
181,133,3720,intra,right,78
163,238,10440,intra,right,79
179,215,10680,intra,right,80
198,142,5640,intra,right,81
219,214,5670,intra,right,82
212,166,8400,intra,right,83
192,217,9450,intra,right,84
208,25,7050,inter,right,85
147,78,8100,inter,right,86
197,11,12180,inter,right,87
218,79,10950,inter,right,88
124,70,12660,inter,right,89
135,75,3750,inter,right,90
207,79,9840,inter,right,91
181,34,4740,inter,right,92
171,59,11820,inter,right,93
150,63,11910,inter,right,94
147,12,11970,inter,right,95
138,30,12360,inter,right,96
128,74,12030,inter,right,97
220,113,8970,inter,right,98
205,110,12870,inter,right,99
