start,end,rq_time,rq_type,subnetwork,request_id
106,24,11070,intra,left,0
3,56,11280,intra,left,1
21,119,8040,intra,left,2
44,93,4380,intra,left,3
22,66,11340,intra,left,4
63,60,7470,intra,left,5
29,106,8160,intra,left,6
62,128,8730,inter,left,7
33,200,8880,inter,left,8
37,141,14100,inter,left,9
49,142,9780,inter,left,10
0,185,11820,inter,left,11
37,177,8550,inter,left,12
46,154,6990,inter,left,13
1,206,7110,inter,left,14
107,221,6570,inter,left,15
91,137,13680,inter,left,16
32,137,11820,inter,left,17
75,176,14160,inter,left,18
95,134,5040,inter,left,19
61,154,12840,inter,left,20
113,235,3660,inter,left,21
28,157,13980,inter,left,22
104,165,8880,inter,left,23
59,195,9060,inter,left,24
112,221,6330,inter,left,25
113,142,6990,inter,left,26
56,225,12450,inter,left,27
29,153,8880,inter,left,28
9,154,10080,inter,left,29
55,132,9960,inter,left,30
10,233,9840,inter,left,31
76,189,12600,inter,left,32
44,140,7200,inter,left,33
98,160,8940,inter,left,34
65,156,8790,inter,left,35
114,173,11310,inter,left,36
18,184,3660,inter,left,37
87,220,8040,inter,left,38
62,202,4260,inter,left,39
92,228,7650,inter,left,40
57,218,4560,inter,left,41
92,181,12090,inter,left,42
53,228,3840,inter,left,43
20,129,8160,inter,left,44
78,197,4170,inter,left,45
100,130,4380,inter,left,46
50,181,7590,inter,left,47
95,226,6780,inter,left,48
81,130,4560,inter,left,49
13,165,5730,inter,left,50
92,157,9600,inter,left,51
26,145,8040,inter,left,52
62,165,8340,inter,left,53
32,174,6180,inter,left,54
39,181,14130,inter,left,55
32,208,13920,inter,left,56
33,206,12810,inter,left,57
90,200,14040,inter,left,58
105,138,13410,inter,left,59
13,216,10260,inter,left,60
63,162,3990,inter,left,61
77,217,10080,inter,left,62
60,168,9090,inter,left,63
106,177,9990,inter,left,64
70,208,3960,inter,left,65
28,232,6900,inter,left,66
10,132,4650,inter,left,67
85,213,12750,inter,left,68
72,210,4620,inter,left,69
11,210,9210,inter,left,70
4,206,10230,inter,left,71
0,177,6420,inter,left,72
45,192,14190,inter,left,73
98,142,8460,inter,left,74
231,150,11490,intra,right,75
215,151,13560,intra,right,76
224,229,8760,intra,right,77
142,215,4830,intra,right,78
211,173,11550,intra,right,79
140,225,13350,intra,right,80
145,173,10380,intra,right,81
144,50,11820,inter,right,82
185,71,8400,inter,right,83
199,83,12060,inter,right,84
124,37,11910,inter,right,85
144,109,13560,inter,right,86
139,34,14040,inter,right,87
127,70,8010,inter,right,88
181,77,10530,inter,right,89
230,39,5520,inter,right,90
181,12,3720,inter,right,91
221,58,10260,inter,right,92
142,108,11280,inter,right,93
156,77,4230,inter,right,94
189,98,6390,inter,right,95
190,113,10170,inter,right,96
166,32,5550,inter,right,97
216,71,9450,inter,right,98
208,25,7050,inter,right,99
147,78,8100,inter,right,100
197,11,12180,inter,right,101
218,79,10950,inter,right,102
124,70,12660,inter,right,103
135,75,3750,inter,right,104
207,79,9840,inter,right,105
181,34,4740,inter,right,106
171,59,11820,inter,right,107
150,63,11910,inter,right,108
147,12,11970,inter,right,109
138,30,12360,inter,right,110
128,74,12030,inter,right,111
220,113,8970,inter,right,112
205,110,12870,inter,right,113
231,82,7800,inter,right,114
189,113,11370,inter,right,115
183,34,12750,inter,right,116
163,60,11400,inter,right,117
142,72,4170,inter,right,118
122,18,13350,inter,right,119
176,49,10170,inter,right,120
196,3,9660,inter,right,121
210,19,9990,inter,right,122
233,39,6540,inter,right,123
165,6,6420,inter,right,124
183,26,10800,inter,right,125
216,97,7440,inter,right,126
157,54,13620,inter,right,127
158,102,8520,inter,right,128
210,23,13800,inter,right,129
139,74,13950,inter,right,130
165,31,10170,inter,right,131
197,104,7770,inter,right,132
235,111,12000,inter,right,133
211,88,11400,inter,right,134
213,56,11880,inter,right,135
176,10,11430,inter,right,136
180,110,6360,inter,right,137
130,54,9270,inter,right,138
205,38,6480,inter,right,139
154,68,9690,inter,right,140
216,46,10830,inter,right,141
142,49,12030,inter,right,142
220,96,11640,inter,right,143
186,84,6720,inter,right,144
229,20,10410,inter,right,145
174,29,13920,inter,right,146
227,7,11250,inter,right,147
188,22,10830,inter,right,148
144,9,12270,inter,right,149
