start,end,rq_time,rq_type,subnetwork,request_id
10,73,10410,intra,left,0
109,79,13680,intra,left,1
62,25,3630,intra,left,2
111,33,10680,intra,left,3
110,68,11520,intra,left,4
2,76,4530,intra,left,5
66,5,7350,intra,left,6
114,43,9510,intra,left,7
101,49,7560,intra,left,8
101,62,6000,intra,left,9
63,19,6150,intra,left,10
57,5,12780,intra,left,11
26,78,7170,intra,left,12
70,106,10140,intra,left,13
63,10,13290,intra,left,14
85,11,7470,intra,left,15
82,35,4830,intra,left,16
105,145,4860,inter,left,17
67,128,4680,inter,left,18
75,177,4590,inter,left,19
76,235,5640,inter,left,20
33,136,9510,inter,left,21
47,142,11130,inter,left,22
70,122,3870,inter,left,23
48,222,4860,inter,left,24
40,198,5790,inter,left,25
65,184,13260,inter,left,26
25,142,10620,inter,left,27
68,150,7860,inter,left,28
22,124,8430,inter,left,29
36,226,5400,inter,left,30
78,195,11100,inter,left,31
58,141,14340,inter,left,32
82,232,7230,inter,left,33
70,149,12780,inter,left,34
69,232,12300,inter,left,35
91,149,5250,inter,left,36
110,167,6360,inter,left,37
78,206,5490,inter,left,38
108,165,11310,inter,left,39
108,138,6330,inter,left,40
7,206,10440,inter,left,41
50,209,5910,inter,left,42
80,227,5880,inter,left,43
45,165,7200,inter,left,44
79,178,9720,inter,left,45
110,167,8130,inter,left,46
22,169,12450,inter,left,47
91,158,6810,inter,left,48
33,209,11940,inter,left,49
51,216,13410,inter,left,50
71,228,13440,inter,left,51
79,160,14250,inter,left,52
42,126,5310,inter,left,53
96,144,6210,inter,left,54
45,152,7920,inter,left,55
99,190,4650,inter,left,56
109,123,14250,inter,left,57
14,141,7350,inter,left,58
29,178,6660,inter,left,59
62,220,4140,inter,left,60
97,207,6240,inter,left,61
73,153,13410,inter,left,62
113,225,12390,inter,left,63
46,210,9120,inter,left,64
45,158,9630,inter,left,65
60,122,6840,inter,left,66
65,235,12030,inter,left,67
25,158,11760,inter,left,68
68,219,9420,inter,left,69
12,170,5010,inter,left,70
14,215,10860,inter,left,71
64,212,11340,inter,left,72
85,185,12450,inter,left,73
108,132,6180,inter,left,74
38,163,3870,inter,left,75
21,150,11220,inter,left,76
100,184,9180,inter,left,77
24,187,10170,inter,left,78
20,155,6570,inter,left,79
107,162,5460,inter,left,80
36,184,9330,inter,left,81
48,126,4380,inter,left,82
39,207,10350,inter,left,83
33,159,5340,inter,left,84
24,154,10200,inter,left,85
13,150,11340,inter,left,86
82,132,13800,inter,left,87
106,179,6720,inter,left,88
39,154,8070,inter,left,89
67,173,8370,inter,left,90
102,189,4230,inter,left,91
6,129,9030,inter,left,92
105,150,4290,inter,left,93
59,217,5160,inter,left,94
34,128,5010,inter,left,95
22,121,8820,inter,left,96
78,145,8640,inter,left,97
106,179,9540,inter,left,98
97,231,3750,inter,left,99
106,132,3630,inter,left,100
7,235,6480,inter,left,101
69,184,7590,inter,left,102
8,166,13500,inter,left,103
3,157,8610,inter,left,104
105,187,11100,inter,left,105
42,143,9870,inter,left,106
50,204,13590,inter,left,107
47,186,14160,inter,left,108
69,221,8760,inter,left,109
99,141,12750,inter,left,110
72,203,12090,inter,left,111
5,205,5400,inter,left,112
5,136,12390,inter,left,113
6,148,9090,inter,left,114
106,144,13770,inter,left,115
35,123,14220,inter,left,116
54,144,10410,inter,left,117
113,229,9180,inter,left,118
19,139,4380,inter,left,119
57,148,6750,inter,left,120
26,201,12990,inter,left,121
68,185,9660,inter,left,122
108,221,4170,inter,left,123
52,194,8730,inter,left,124
26,228,5220,inter,left,125
60,160,8880,inter,left,126
74,135,10050,inter,left,127
33,202,8910,inter,left,128
60,199,10020,inter,left,129
39,168,5700,inter,left,130
20,236,10650,inter,left,131
65,233,9270,inter,left,132
57,184,8370,inter,left,133
110,211,10500,inter,left,134
87,125,5850,inter,left,135
80,178,12420,inter,left,136
34,156,7950,inter,left,137
91,167,10320,inter,left,138
103,234,13950,inter,left,139
38,177,11160,inter,left,140
35,211,5070,inter,left,141
26,236,5700,inter,left,142
107,235,10920,inter,left,143
72,125,7680,inter,left,144
62,215,12720,inter,left,145
1,227,7080,inter,left,146
111,137,9990,inter,left,147
93,226,11610,inter,left,148
86,176,13980,inter,left,149
105,163,9750,inter,left,150
73,182,5460,inter,left,151
74,186,4200,inter,left,152
85,132,5550,inter,left,153
3,135,6840,inter,left,154
91,217,6510,inter,left,155
107,212,7500,inter,left,156
8,230,8790,inter,left,157
11,153,7920,inter,left,158
44,175,13020,inter,left,159
63,203,12690,inter,left,160
5,194,12060,inter,left,161
53,213,5670,inter,left,162
52,170,7890,inter,left,163
47,130,12330,inter,left,164
11,137,10320,inter,left,165
21,211,13980,inter,left,166
31,187,12540,inter,left,167
44,145,11040,inter,left,168
33,190,14040,inter,left,169
30,230,9330,inter,left,170
69,147,7470,inter,left,171
18,206,7440,inter,left,172
71,146,6900,inter,left,173
61,137,12030,inter,left,174
130,183,9000,intra,right,175
234,124,8280,intra,right,176
133,186,11970,intra,right,177
185,212,11820,intra,right,178
160,203,5880,intra,right,179
127,203,7710,intra,right,180
161,184,11610,intra,right,181
204,128,5070,intra,right,182
231,161,4830,intra,right,183
214,228,4440,intra,right,184
218,135,4980,intra,right,185
124,206,12270,intra,right,186
194,170,4650,intra,right,187
163,207,6090,intra,right,188
189,125,7410,intra,right,189
206,127,8880,intra,right,190
130,179,8520,intra,right,191
221,57,10110,inter,right,192
151,98,13110,inter,right,193
139,80,3780,inter,right,194
134,95,10380,inter,right,195
169,64,6480,inter,right,196
179,100,13470,inter,right,197
126,29,8370,inter,right,198
188,66,4410,inter,right,199
174,19,11010,inter,right,200
214,27,9720,inter,right,201
235,17,11220,inter,right,202
134,34,10200,inter,right,203
129,90,7380,inter,right,204
203,56,10680,inter,right,205
197,68,12750,inter,right,206
208,11,4740,inter,right,207
185,59,9330,inter,right,208
141,94,5070,inter,right,209
229,60,14160,inter,right,210
126,74,8070,inter,right,211
153,36,4320,inter,right,212
160,112,14220,inter,right,213
198,111,8820,inter,right,214
190,1,9000,inter,right,215
182,99,5610,inter,right,216
126,99,6060,inter,right,217
188,42,11940,inter,right,218
139,28,9360,inter,right,219
131,84,9990,inter,right,220
157,67,7470,inter,right,221
190,100,7170,inter,right,222
128,26,5820,inter,right,223
136,56,12810,inter,right,224
194,39,8220,inter,right,225
172,85,7590,inter,right,226
173,90,5040,inter,right,227
219,12,5190,inter,right,228
211,111,4380,inter,right,229
158,0,13950,inter,right,230
165,40,5910,inter,right,231
198,81,9120,inter,right,232
219,19,12630,inter,right,233
174,105,9930,inter,right,234
130,95,7740,inter,right,235
176,55,10320,inter,right,236
191,41,7650,inter,right,237
210,18,8550,inter,right,238
223,88,12480,inter,right,239
195,105,9960,inter,right,240
206,104,13860,inter,right,241
234,19,4140,inter,right,242
182,19,11730,inter,right,243
212,17,14130,inter,right,244
217,8,14040,inter,right,245
181,69,13380,inter,right,246
163,97,10110,inter,right,247
191,61,10710,inter,right,248
201,111,4680,inter,right,249
145,87,4230,inter,right,250
153,2,12420,inter,right,251
201,6,7890,inter,right,252
217,6,14340,inter,right,253
139,105,14220,inter,right,254
141,100,8220,inter,right,255
124,45,14010,inter,right,256
156,24,11970,inter,right,257
141,19,9090,inter,right,258
161,113,7440,inter,right,259
192,37,8880,inter,right,260
195,21,8910,inter,right,261
164,8,4140,inter,right,262
235,71,6690,inter,right,263
187,79,10110,inter,right,264
147,99,9600,inter,right,265
172,59,12930,inter,right,266
192,37,8610,inter,right,267
219,65,12480,inter,right,268
