start,end,rq_time,rq_type,subnetwork,request_id
106,24,11070,intra,left,0
3,56,11280,intra,left,1
21,119,8040,intra,left,2
44,93,4380,intra,left,3
22,66,11340,intra,left,4
63,60,7470,intra,left,5
29,106,8160,intra,left,6
62,7,8730,intra,left,7
33,79,8880,intra,left,8
37,20,14100,intra,left,9
49,21,9780,intra,left,10
119,54,3600,intra,left,11
64,105,11820,intra,left,12
116,63,8550,intra,left,13
71,37,11190,intra,left,14
113,1,13830,intra,left,15
91,16,13680,intra,left,16
32,16,11820,intra,left,17
30,48,12270,intra,left,18
52,113,10860,intra,left,19
2,28,4680,intra,left,20
59,74,9060,intra,left,21
21,113,12960,intra,left,22
104,39,12150,intra,left,23
32,48,3870,intra,left,24
33,232,10080,inter,left,25
55,132,9960,inter,left,26
10,233,9840,inter,left,27
76,189,12600,inter,left,28
44,140,7200,inter,left,29
98,160,8940,inter,left,30
65,156,8790,inter,left,31
114,173,11310,inter,left,32
18,184,3660,inter,left,33
87,220,8040,inter,left,34
62,202,4260,inter,left,35
92,228,7650,inter,left,36
57,218,4560,inter,left,37
92,181,12090,inter,left,38
53,228,3840,inter,left,39
20,129,8160,inter,left,40
78,197,4170,inter,left,41
100,130,4380,inter,left,42
50,181,7590,inter,left,43
95,226,6780,inter,left,44
81,130,4560,inter,left,45
13,165,5730,inter,left,46
92,157,9600,inter,left,47
26,145,8040,inter,left,48
62,165,8340,inter,left,49
207,160,13080,intra,right,50
216,153,13920,intra,right,51
154,206,12810,intra,right,52
213,132,10980,intra,right,53
226,138,13410,intra,right,54
134,216,10260,intra,right,55
184,162,3990,intra,right,56
209,181,9090,intra,right,57
227,177,9990,intra,right,58
191,208,3960,intra,right,59
149,232,6900,intra,right,60
131,132,4650,intra,right,61
206,213,12750,intra,right,62
193,210,4620,intra,right,63
132,210,9210,intra,right,64
125,206,10230,intra,right,65
121,177,6420,intra,right,66
166,192,14190,intra,right,67
219,142,8460,intra,right,68
231,150,11490,intra,right,69
215,151,13560,intra,right,70
224,229,8760,intra,right,71
142,215,4830,intra,right,72
211,173,11550,intra,right,73
140,225,13350,intra,right,74
175,12,4380,inter,right,75
156,24,10380,inter,right,76
144,50,11820,inter,right,77
185,71,8400,inter,right,78
199,83,12060,inter,right,79
124,37,11910,inter,right,80
144,109,13560,inter,right,81
139,34,14040,inter,right,82
127,70,8010,inter,right,83
181,77,10530,inter,right,84
230,39,5520,inter,right,85
181,12,3720,inter,right,86
221,58,10260,inter,right,87
142,108,11280,inter,right,88
156,77,4230,inter,right,89
189,98,6390,inter,right,90
190,113,10170,inter,right,91
166,32,5550,inter,right,92
216,71,9450,inter,right,93
208,25,7050,inter,right,94
147,78,8100,inter,right,95
197,11,12180,inter,right,96
218,79,10950,inter,right,97
124,70,12660,inter,right,98
135,75,3750,inter,right,99
