start,end,rq_time,rq_type,subnetwork,request_id
54,177,11130,inter,left,0
22,186,4260,inter,left,1
52,180,12480,inter,left,2
33,214,10740,inter,left,3
59,209,13140,inter,left,4
12,139,10020,inter,left,5
56,122,10410,inter,left,6
11,158,11850,inter,left,7
9,201,12960,inter,left,8
49,184,14400,inter,left,9
13,180,5340,inter,left,10
33,198,10230,inter,left,11
108,175,5490,inter,left,12
22,171,12480,inter,left,13
99,173,9180,inter,left,14
0,195,7920,inter,left,15
4,232,11430,inter,left,16
19,151,4800,inter,left,17
4,193,3630,inter,left,18
34,230,10170,inter,left,19
108,236,9750,inter,left,20
114,136,10800,inter,left,21
102,187,14220,inter,left,22
61,231,8010,inter,left,23
41,163,12780,inter,left,24
113,140,8880,inter,left,25
81,217,12300,inter,left,26
16,221,8700,inter,left,27
56,233,4020,inter,left,28
75,150,14010,inter,left,29
32,203,5520,inter,left,30
1,223,6210,inter,left,31
86,203,14160,inter,left,32
16,178,13830,inter,left,33
83,208,11190,inter,left,34
112,215,13560,inter,left,35
79,132,4260,inter,left,36
41,187,6660,inter,left,37
76,206,5040,inter,left,38
105,169,11820,inter,left,39
115,143,12150,inter,left,40
99,183,3630,inter,left,41
70,218,4320,inter,left,42
102,161,7650,inter,left,43
42,121,8790,inter,left,44
33,232,9180,inter,left,45
35,207,10380,inter,left,46
16,208,5430,inter,left,47
36,219,12480,inter,left,48
43,177,6990,inter,left,49
18,205,9660,inter,left,50
43,129,4590,inter,left,51
86,221,7230,inter,left,52
43,140,13830,inter,left,53
49,210,11490,inter,left,54
58,163,13470,inter,left,55
68,203,11580,inter,left,56
67,218,12150,inter,left,57
58,155,7860,inter,left,58
11,191,13650,inter,left,59
29,218,10380,inter,left,60
52,146,7350,inter,left,61
70,232,6810,inter,left,62
55,227,4440,inter,left,63
85,154,4650,inter,left,64
86,131,7350,inter,left,65
21,123,8220,inter,left,66
25,184,6150,inter,left,67
30,213,6060,inter,left,68
40,214,12780,inter,left,69
40,170,13200,inter,left,70
55,197,9660,inter,left,71
46,130,7500,inter,left,72
41,171,5370,inter,left,73
23,157,5970,inter,left,74
7,156,10830,inter,left,75
16,169,4830,inter,left,76
111,141,4080,inter,left,77
67,124,4410,inter,left,78
6,205,4950,inter,left,79
94,129,5790,inter,left,80
78,201,13590,inter,left,81
14,189,6120,inter,left,82
75,201,7050,inter,left,83
