start,end,rq_time,rq_type,subnetwork,request_id,start_station_street_ids,end_station_street_ids,walk_start_to_station_street_distance,walk_start_to_station_street_tt,walk_station_to_end_street_distance,walk_station_to_end_street_tt,station_street_arrival_time
10,73,10410,intra,left,0,[10],[74],0,0,500,375,10410
109,79,13680,intra,left,1,[110],[79],500,375,0,0,14055
62,25,3630,intra,left,2,[54],[25],500,375,0,0,4005
111,33,10680,intra,left,3,[110],[11; 23; 35; 54],500,375,1000,751,11055
110,68,11520,intra,left,4,[110],[68],0,0,0,0,11520
2,76,4530,intra,left,5,[0; 12; 24],[76],1000,751,0,0,5281
66,5,7350,intra,left,6,[66],[5],0,0,0,0,7350
114,43,9510,intra,left,7,[103; 115],[41; 61],500,375,1000,751,9885
101,49,7560,intra,left,8,[90],[49],500,375,0,0,7935
101,62,6000,intra,left,9,[90],[54],500,375,500,375,6375
63,19,6150,intra,left,10,[55; 64],[19],500,375,0,0,6525
57,5,12780,intra,left,11,[57],[5],0,0,0,0,12780
26,78,7170,intra,left,12,[26],[67; 77; 79; 89],0,0,500,375,7170
70,106,10140,intra,left,13,[60; 69],[106],500,375,0,0,10515
63,10,13290,intra,left,14,[55; 64],[10],500,375,0,0,13665
85,11,7470,intra,left,15,[85],[11],0,0,0,0,7470
82,35,4830,intra,left,16,[61; 80; 92; 104],[35],1000,751,0,0,5581
105,24,4860,intra,left,17,[105],[24],0,0,0,0,4860
67,7,4680,intra,left,18,[67],[5; 9; 19; 29],0,0,1000,751,4680
33,76,5640,intra,left,19,[11; 23; 35; 54],[76],1000,751,0,0,6391
33,15,9510,intra,left,20,[11; 23; 35; 54],[16; 26],1000,751,500,375,10261
47,21,11130,intra,left,21,[47],[10; 20],0,0,500,375,11130
70,1,3870,intra,left,22,[60; 69],[0; 12],500,375,500,375,4245
48,101,4860,intra,left,23,[48],[90],0,0,500,375,4860
40,77,5790,intra,left,24,[40],[77],0,0,0,0,5790
65,184,13260,inter,left,25,[57; 64; 66; 75],[176; 185],500,375,500,375,13635
25,142,10620,inter,left,26,[25],[131; 141],0,0,500,375,10620
68,150,7860,inter,left,27,[68],[150],0,0,0,0,7860
22,124,8430,inter,left,28,[11; 23],[126; 146],500,375,1000,751,8805
36,226,5400,inter,left,29,[36],[226],0,0,0,0,5400
78,195,11100,inter,left,30,[67; 77; 79; 89],[195],500,375,0,0,11475
58,141,14340,inter,left,31,[58],[141],0,0,0,0,14340
82,232,7230,inter,left,32,[61; 80; 92; 104],[231],1000,751,500,375,7981
70,149,12780,inter,left,33,[60; 69],[149],500,375,0,0,13155
69,232,12300,inter,left,34,[69],[231],0,0,500,375,12300
91,149,5250,inter,left,35,[91],[149],0,0,0,0,5250
110,167,6360,inter,left,36,[110],[167],0,0,0,0,6360
78,206,5490,inter,left,37,[67; 77; 79; 89],[206],500,375,0,0,5865
108,165,11310,inter,left,38,[86; 96; 106; 110],[175],1000,751,500,375,12061
108,138,6330,inter,left,39,[86; 96; 106; 110],[137; 149],1000,751,500,375,7081
7,206,10440,inter,left,40,[5; 9; 19; 29],[206],1000,751,0,0,11191
50,209,5910,inter,left,41,[40; 49; 51; 58],[209],500,375,0,0,6285
80,227,5880,inter,left,42,[80],[227],0,0,0,0,5880
45,165,7200,inter,left,43,[46; 55],[175],500,375,500,375,7575
79,178,9720,inter,left,44,[79],[178],0,0,0,0,9720
110,167,8130,inter,left,45,[110],[167],0,0,0,0,8130
22,169,12450,inter,left,46,[11; 23],[169],500,375,0,0,12825
91,158,6810,inter,left,47,[91],[147; 157; 159; 169],0,0,500,375,6810
33,209,11940,inter,left,48,[11; 23; 35; 54],[209],1000,751,0,0,12691
51,216,13410,inter,left,49,[51],[216],0,0,0,0,13410
192,228,13440,intra,right,50,[182],[217; 227],500,375,500,375,13815
220,163,11430,intra,right,51,[220],[162],0,0,500,375,11430
178,220,7200,intra,right,52,[178],[220],0,0,0,0,7200
217,144,6210,intra,right,53,[217],[144],0,0,0,0,6210
166,152,7920,intra,right,54,[167; 176],[141; 151],500,375,500,375,8295
220,190,4650,intra,right,55,[220],[190],0,0,0,0,4650
230,123,14250,intra,right,56,[231],[121; 133; 145],500,375,1000,751,14625
135,141,7350,intra,right,57,[146],[141],500,375,0,0,7725
150,178,6660,intra,right,58,[150],[178],0,0,0,0,6660
183,220,4140,intra,right,59,[175],[220],500,375,0,0,4515
193,209,8400,intra,right,60,[175; 195],[209],1000,751,0,0,9151
137,234,6720,intra,right,61,[137],[212; 224; 236],0,0,1000,751,6720
210,165,9120,intra,right,62,[210],[175],0,0,500,375,9120
194,181,7470,intra,right,63,[195],[181],500,375,0,0,7845
235,146,4350,intra,right,64,[224; 236],[146],500,375,0,0,4725
158,212,11760,intra,right,65,[147; 157; 159; 169],[212],500,375,0,0,12135
189,219,9420,intra,right,66,[189],[208; 220],0,0,500,375,9420
133,170,5010,intra,right,67,[133],[170],0,0,0,0,5010
135,215,10860,intra,right,68,[146],[216; 226],500,375,500,375,11235
185,212,11340,intra,right,69,[185],[212],0,0,0,0,11340
160,229,11610,intra,right,70,[160],[207; 217; 227; 231],0,0,1000,751,11610
207,159,8700,intra,right,71,[207],[159],0,0,0,0,8700
221,184,9180,intra,right,72,[210; 220],[176; 185],500,375,500,375,9555
145,187,10170,intra,right,73,[145],[187],0,0,0,0,10170
141,155,6570,intra,right,74,[141],[144; 156],0,0,500,375,6570
228,41,5460,inter,right,75,[217; 227],[41],500,375,0,0,5835
157,63,9330,inter,right,76,[157],[55; 64],0,0,500,375,9330
169,5,4380,inter,right,77,[169],[5],0,0,0,0,4380
160,86,10350,inter,right,78,[160],[86],0,0,0,0,10350
154,38,5340,inter,right,79,[132; 144; 156; 175],[38],1000,751,0,0,6091
145,33,10200,inter,right,80,[145],[11; 23; 35; 54],0,0,1000,751,10200
134,29,11340,inter,right,81,[133; 145],[29],500,375,0,0,11715
203,11,13800,inter,right,82,[182; 201; 213; 225],[11],1000,751,0,0,14551
227,58,6720,inter,right,83,[227],[58],0,0,0,0,6720
160,33,8070,inter,right,84,[160],[11; 23; 35; 54],0,0,1000,751,8070
188,52,8370,inter,right,85,[188],[51; 60],0,0,500,375,8370
223,68,4230,inter,right,86,[212; 224],[68],500,375,0,0,4605
127,8,9030,inter,right,87,[126],[9; 19],500,375,500,375,9405
226,29,4290,inter,right,88,[226],[29],0,0,0,0,4290
180,96,5160,inter,right,89,[180],[96],0,0,0,0,5160
155,7,5010,inter,right,90,[144; 156],[5; 9; 19; 29],500,375,1000,751,5385
143,0,8820,inter,right,91,[132; 144],[0],500,375,0,0,9195
199,24,8640,inter,right,92,[188; 198; 200; 210],[24],500,375,0,0,9015
227,58,9540,inter,right,93,[227],[58],0,0,0,0,9540
218,110,3750,inter,right,94,[207; 217],[110],500,375,0,0,4125
227,11,3630,inter,right,95,[227],[11],0,0,0,0,3630
128,114,6480,inter,right,96,[126; 130; 140; 150],[103; 115],1000,751,500,375,7231
190,63,7590,inter,right,97,[190],[55; 64],0,0,500,375,7590
129,45,13500,inter,right,98,[130; 140],[46; 55],500,375,500,375,13875
124,36,8610,inter,right,99,[126; 146],[36],1000,751,0,0,9361
