start,end,rq_time,rq_type,subnetwork,request_id,start_station_street_ids,end_station_street_ids,walk_start_to_station_street_distance,walk_start_to_station_street_tt,walk_station_to_end_street_distance,walk_station_to_end_street_tt,start_station_street_arrival_time
106,145,11070,inter,left,0,[106],[145],0,0,0,0,11070
3,177,11280,inter,left,1,[5; 25],[177],1000,751,0,0,12031
21,140,9660,inter,left,2,[10; 20],[140],500,375,0,0,10035
107,162,7740,inter,left,3,[96; 106],[162],500,375,0,0,8115
38,217,8040,inter,left,4,[38],[217],0,0,0,0,8040
44,214,4380,inter,left,5,[54],[213; 225],500,375,500,375,4755
81,211,8100,inter,left,6,[80; 92],[211],500,375,0,0,8475
66,123,13080,inter,left,7,[66],[121; 133; 145],0,0,1000,751,13080
1,172,13980,inter,left,8,[0; 12],[172],500,375,0,0,14355
69,225,6900,inter,left,9,[69],[225],0,0,0,0,6900
97,150,6780,inter,left,10,[86; 96],[150],500,375,0,0,7155
24,183,3810,inter,left,11,[24],[175],0,0,500,375,3810
33,200,8880,inter,left,12,[11; 23; 35; 54],[200],1000,751,0,0,9631
37,141,14100,inter,left,13,[26; 36; 38; 48],[141],500,375,0,0,14475
49,142,9780,inter,left,14,[49],[131; 141],0,0,500,375,9780
0,185,11820,inter,left,15,[0],[185],0,0,0,0,11820
37,177,8550,inter,left,16,[26; 36; 38; 48],[177],500,375,0,0,8925
46,154,6990,inter,left,17,[46],[132; 144; 156; 175],0,0,1000,751,6990
1,206,7110,inter,left,18,[0; 12],[206],500,375,0,0,7485
107,221,6570,inter,left,19,[96; 106],[210; 220],500,375,500,375,6945
91,137,13680,inter,left,20,[91],[137],0,0,0,0,13680
32,137,11820,inter,left,21,[10; 20; 30],[137],1000,751,0,0,12571
75,176,14160,inter,left,22,[75],[176],0,0,0,0,14160
95,134,5040,inter,left,23,[95],[133; 145],0,0,500,375,5040
61,154,12840,inter,left,24,[61],[132; 144; 156; 175],0,0,1000,751,12840
113,235,3660,inter,left,25,[91; 103; 115],[224; 236],1000,751,500,375,4411
28,157,13980,inter,left,26,[28],[157],0,0,0,0,13980
104,165,8880,inter,left,27,[104],[175],0,0,500,375,8880
59,195,9060,inter,left,28,[59],[195],0,0,0,0,9060
112,221,6330,inter,left,29,[90; 110],[210; 220],1000,751,500,375,7081
113,142,6990,inter,left,30,[91; 103; 115],[131; 141],1000,751,500,375,7741
56,225,12450,inter,left,31,[56],[225],0,0,0,0,12450
29,153,8880,inter,left,32,[29],[131; 141; 151],0,0,1000,751,8880
9,154,10080,inter,left,33,[9],[132; 144; 156; 175],0,0,1000,751,10080
55,132,9960,inter,left,34,[55],[132],0,0,0,0,9960
10,233,9840,inter,left,35,[10],[211; 231],0,0,1000,751,9840
76,189,12600,inter,left,36,[76],[189],0,0,0,0,12600
44,140,7200,inter,left,37,[54],[140],500,375,0,0,7575
98,160,8940,inter,left,38,[87; 99],[160],500,375,0,0,9315
65,156,8790,inter,left,39,[57; 64; 66; 75],[156],500,375,0,0,9165
114,173,11310,inter,left,40,[103; 115],[172; 181],500,375,500,375,11685
18,184,3660,inter,left,41,[19; 29],[176; 185],500,375,500,375,4035
87,220,8040,inter,left,42,[87],[220],0,0,0,0,8040
62,202,4260,inter,left,43,[54],[201; 213],500,375,500,375,4635
92,228,7650,inter,left,44,[92],[217; 227],0,0,500,375,7650
57,218,4560,inter,left,45,[57],[207; 217],0,0,500,375,4560
92,181,12090,inter,left,46,[92],[181],0,0,0,0,12090
53,228,3840,inter,left,47,[61],[217; 227],500,375,500,375,4215
20,129,8160,inter,left,48,[20],[130; 140],0,0,500,375,8160
78,197,4170,inter,left,49,[67; 77; 79; 89],[197],500,375,0,0,4545
100,130,4380,inter,left,50,[89; 99],[130],500,375,0,0,4755
50,181,7590,inter,left,51,[40; 49; 51; 58],[181],500,375,0,0,7965
95,226,6780,inter,left,52,[95],[226],0,0,0,0,6780
81,130,4560,inter,left,53,[80; 92],[130],500,375,0,0,4935
13,165,5730,inter,left,54,[12; 24],[175],500,375,500,375,6105
92,157,9600,inter,left,55,[92],[157],0,0,0,0,9600
26,145,8040,inter,left,56,[26],[145],0,0,0,0,8040
62,165,8340,inter,left,57,[54],[175],500,375,500,375,8715
32,174,6180,inter,left,58,[10; 20; 30],[182],1000,751,500,375,6931
39,181,14130,inter,left,59,[39],[181],0,0,0,0,14130
32,208,13920,inter,left,60,[10; 20; 30],[208],1000,751,0,0,14671
33,206,12810,inter,left,61,[11; 23; 35; 54],[206],1000,751,0,0,13561
90,200,14040,inter,left,62,[90],[200],0,0,0,0,14040
105,138,13410,inter,left,63,[105],[137; 149],0,0,500,375,13410
13,216,10260,inter,left,64,[12; 24],[216],500,375,0,0,10635
63,162,3990,inter,left,65,[55; 64],[162],500,375,0,0,4365
77,217,10080,inter,left,66,[77],[217],0,0,0,0,10080
60,168,9090,inter,left,67,[60],[168],0,0,0,0,9090
106,177,9990,inter,left,68,[106],[177],0,0,0,0,9990
70,208,3960,inter,left,69,[60; 69],[208],500,375,0,0,4335
28,232,6900,inter,left,70,[28],[231],0,0,500,375,6900
10,132,4650,inter,left,71,[10],[132],0,0,0,0,4650
85,213,12750,inter,left,72,[85],[213],0,0,0,0,12750
72,210,4620,inter,left,73,[54; 74],[210],1000,751,0,0,5371
11,210,9210,inter,left,74,[11],[210],0,0,0,0,9210
4,206,10230,inter,left,75,[5],[206],500,375,0,0,10605
0,177,6420,inter,left,76,[0],[177],0,0,0,0,6420
45,192,14190,inter,left,77,[46; 55],[182],500,375,500,375,14565
