trip_id,route_id,service_id,direction_id
7-0-47,7,0,0
7-0-46,7,0,0
7-0-45,7,0,0
7-0-44,7,0,0
7-0-0,7,0,0
7-0-1,7,0,0
7-0-2,7,0,0
7-0-3,7,0,0
7-0-4,7,0,0
7-0-5,7,0,0
7-0-6,7,0,0
7-0-7,7,0,0
7-0-8,7,0,0
7-0-9,7,0,0
7-0-10,7,0,0
7-0-11,7,0,0
7-0-12,7,0,0
7-0-13,7,0,0
7-0-14,7,0,0
7-0-15,7,0,0
7-0-16,7,0,0
7-0-17,7,0,0
7-0-18,7,0,0
7-0-19,7,0,0
7-0-20,7,0,0
7-0-21,7,0,0
7-0-22,7,0,0
7-0-23,7,0,0
7-0-24,7,0,0
7-0-25,7,0,0
7-0-26,7,0,0
7-0-27,7,0,0
7-0-28,7,0,0
7-0-29,7,0,0
7-0-30,7,0,0
7-0-31,7,0,0
7-0-32,7,0,0
7-0-33,7,0,0
7-0-34,7,0,0
7-0-35,7,0,0
7-0-36,7,0,0
7-0-37,7,0,0
7-0-38,7,0,0
7-0-39,7,0,0
7-0-40,7,0,0
7-0-41,7,0,0
7-0-42,7,0,0
7-0-43,7,0,0
7-1-47,7,0,1
7-1-46,7,0,1
7-1-45,7,0,1
7-1-44,7,0,1
7-1-0,7,0,1
7-1-1,7,0,1
7-1-2,7,0,1
7-1-3,7,0,1
7-1-4,7,0,1
7-1-5,7,0,1
7-1-6,7,0,1
7-1-7,7,0,1
7-1-8,7,0,1
7-1-9,7,0,1
7-1-10,7,0,1
7-1-11,7,0,1
7-1-12,7,0,1
7-1-13,7,0,1
7-1-14,7,0,1
7-1-15,7,0,1
7-1-16,7,0,1
7-1-17,7,0,1
7-1-18,7,0,1
7-1-19,7,0,1
7-1-20,7,0,1
7-1-21,7,0,1
7-1-22,7,0,1
7-1-23,7,0,1
7-1-24,7,0,1
7-1-25,7,0,1
7-1-26,7,0,1
7-1-27,7,0,1
7-1-28,7,0,1
7-1-29,7,0,1
7-1-30,7,0,1
7-1-31,7,0,1
7-1-32,7,0,1
7-1-33,7,0,1
7-1-34,7,0,1
7-1-35,7,0,1
7-1-36,7,0,1
7-1-37,7,0,1
7-1-38,7,0,1
7-1-39,7,0,1
7-1-40,7,0,1
7-1-41,7,0,1
7-1-42,7,0,1
7-1-43,7,0,1
9-0-47,9,0,0
9-0-46,9,0,0
9-0-45,9,0,0
9-0-44,9,0,0
9-0-0,9,0,0
9-0-1,9,0,0
9-0-2,9,0,0
9-0-3,9,0,0
9-0-4,9,0,0
9-0-5,9,0,0
9-0-6,9,0,0
9-0-7,9,0,0
9-0-8,9,0,0
9-0-9,9,0,0
9-0-10,9,0,0
9-0-11,9,0,0
9-0-12,9,0,0
