trip_id,stop_id,arrival_time,departure_time,stop_sequence
0-0-14,MH-L-0,00:25:00,00:30:00,1
0-0-14,MH-R-0,00:55:00,01:00:00,2
0-0-0,MH-L-0,00:55:00,01:00:00,1
0-0-0,MH-R-0,01:25:00,01:30:00,2
0-0-1,MH-L-0,01:25:00,01:30:00,1
0-0-1,MH-R-0,01:55:00,02:00:00,2
0-0-2,MH-L-0,01:55:00,02:00:00,1
0-0-2,MH-R-0,02:25:00,02:30:00,2
0-0-3,MH-L-0,02:25:00,02:30:00,1
0-0-3,MH-R-0,02:55:00,03:00:00,2
0-0-4,MH-L-0,02:55:00,03:00:00,1
0-0-4,MH-R-0,03:25:00,03:30:00,2
0-0-5,MH-L-0,03:25:00,03:30:00,1
0-0-5,MH-R-0,03:55:00,04:00:00,2
0-0-6,MH-L-0,03:55:00,04:00:00,1
0-0-6,MH-R-0,04:25:00,04:30:00,2
0-0-7,MH-L-0,04:25:00,04:30:00,1
0-0-7,MH-R-0,04:55:00,05:00:00,2
0-0-8,MH-L-0,04:55:00,05:00:00,1
0-0-8,MH-R-0,05:25:00,05:30:00,2
0-0-9,MH-L-0,05:25:00,05:30:00,1
0-0-9,MH-R-0,05:55:00,06:00:00,2
0-0-10,MH-L-0,05:55:00,06:00:00,1
0-0-10,MH-R-0,06:25:00,06:30:00,2
0-0-11,MH-L-0,06:25:00,06:30:00,1
0-0-11,MH-R-0,06:55:00,07:00:00,2
0-0-12,MH-L-0,06:55:00,07:00:00,1
0-0-12,MH-R-0,07:25:00,07:30:00,2
0-0-13,MH-L-0,07:25:00,07:30:00,1
0-0-13,MH-R-0,07:55:00,08:00:00,2
0-1-14,MH-R-0,00:25:00,00:30:00,1
0-1-14,MH-L-0,00:55:00,01:00:00,2
0-1-0,MH-R-0,00:55:00,01:00:00,1
0-1-0,MH-L-0,01:25:00,01:30:00,2
0-1-1,MH-R-0,01:25:00,01:30:00,1
0-1-1,MH-L-0,01:55:00,02:00:00,2
0-1-2,MH-R-0,01:55:00,02:00:00,1
0-1-2,MH-L-0,02:25:00,02:30:00,2
0-1-3,MH-R-0,02:25:00,02:30:00,1
0-1-3,MH-L-0,02:55:00,03:00:00,2
0-1-4,MH-R-0,02:55:00,03:00:00,1
0-1-4,MH-L-0,03:25:00,03:30:00,2
0-1-5,MH-R-0,03:25:00,03:30:00,1
0-1-5,MH-L-0,03:55:00,04:00:00,2
0-1-6,MH-R-0,03:55:00,04:00:00,1
0-1-6,MH-L-0,04:25:00,04:30:00,2
0-1-7,MH-R-0,04:25:00,04:30:00,1
0-1-7,MH-L-0,04:55:00,05:00:00,2
0-1-8,MH-R-0,04:55:00,05:00:00,1
0-1-8,MH-L-0,05:25:00,05:30:00,2
0-1-9,MH-R-0,05:25:00,05:30:00,1
0-1-9,MH-L-0,05:55:00,06:00:00,2
0-1-10,MH-R-0,05:55:00,06:00:00,1
0-1-10,MH-L-0,06:25:00,06:30:00,2
0-1-11,MH-R-0,06:25:00,06:30:00,1
0-1-11,MH-L-0,06:55:00,07:00:00,2
0-1-12,MH-R-0,06:55:00,07:00:00,1
0-1-12,MH-L-0,07:25:00,07:30:00,2
0-1-13,MH-R-0,07:25:00,07:30:00,1
0-1-13,MH-L-0,07:55:00,08:00:00,2
