,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,1,39,0
1,0,1,1,16,0
2,0,2,1,45,0
3,0,3,1,93,0
4,0,4,1,96,0
5,0,5,1,16,0
6,0,6,1,110,0
7,0,7,1,33,0
8,0,8,1,103,0
9,0,9,1,63,0
10,0,10,1,15,0
11,0,11,1,10,0
12,0,12,1,103,0
13,0,13,1,28,0
14,0,14,1,10,0
15,0,15,1,66,0
16,0,16,1,17,0
17,0,17,1,41,0
18,0,18,1,83,0
19,0,19,1,24,0
20,0,20,1,82,0
21,0,21,1,15,0
22,0,22,1,40,0
23,0,23,1,28,0
24,0,24,1,72,0
25,0,25,1,87,0
26,0,26,1,103,0
27,0,27,1,95,0
28,0,28,1,114,0
29,0,29,1,62,0
30,0,30,1,88,0
31,0,31,1,69,0
32,0,32,1,57,0
33,0,33,1,23,0
34,0,34,1,8,0
35,0,35,1,23,0
36,0,36,1,61,0
37,0,37,1,93,0
38,0,38,1,55,0
39,0,39,1,0,0
40,0,40,1,51,0
41,0,41,1,95,0
42,0,42,1,22,0
43,0,43,1,69,0
44,0,44,1,47,0
45,0,45,1,95,0
46,0,46,1,28,0
47,0,47,1,65,0
48,0,48,1,3,0
49,0,49,1,88,0
50,0,50,1,12,0
51,0,51,1,31,0
52,0,52,1,41,0
53,0,53,1,60,0
54,0,54,1,23,0
55,0,55,1,90,0
56,0,56,1,7,0
57,0,57,1,71,0
58,0,58,1,12,0
59,0,59,1,22,0
60,0,60,1,105,0
61,0,61,1,47,0
62,0,62,1,34,0
63,0,63,1,10,0
64,0,64,1,3,0
65,0,65,1,12,0
66,0,66,1,37,0
67,0,67,1,33,0
68,0,68,1,95,0
69,0,69,1,20,0
70,0,70,1,42,0
71,0,71,1,21,0
72,0,72,1,25,0
73,0,73,1,107,0
74,0,74,1,48,0
75,0,75,1,25,0
76,0,76,1,13,0
77,0,77,1,16,0
78,0,78,1,33,0
79,0,79,1,83,0
80,0,80,1,87,0
81,0,81,1,113,0
82,0,82,1,99,0
83,0,83,1,103,0
84,0,84,1,6,0
85,0,85,1,76,0
86,0,86,1,48,0
87,0,87,1,85,0
88,0,88,1,11,0
89,0,89,1,37,0
90,0,90,1,95,0
91,0,91,1,63,0
92,0,92,1,2,0
93,0,93,1,102,0
94,0,94,1,112,0
95,0,95,1,51,0
