trip_id,route_id,service_id,direction_id
5-0-47,5,0,0
5-0-46,5,0,0
5-0-45,5,0,0
5-0-44,5,0,0
5-0-43,5,0,0
5-0-42,5,0,0
5-0-0,5,0,0
5-0-1,5,0,0
5-0-2,5,0,0
5-0-3,5,0,0
5-0-4,5,0,0
5-0-5,5,0,0
5-0-6,5,0,0
5-0-7,5,0,0
5-0-8,5,0,0
5-0-9,5,0,0
5-0-10,5,0,0
5-0-11,5,0,0
5-0-12,5,0,0
5-0-13,5,0,0
5-0-14,5,0,0
5-0-15,5,0,0
5-0-16,5,0,0
5-0-17,5,0,0
5-0-18,5,0,0
5-0-19,5,0,0
5-0-20,5,0,0
5-0-21,5,0,0
5-0-22,5,0,0
5-0-23,5,0,0
5-0-24,5,0,0
5-0-25,5,0,0
5-0-26,5,0,0
5-0-27,5,0,0
5-0-28,5,0,0
5-0-29,5,0,0
5-0-30,5,0,0
5-0-31,5,0,0
5-0-32,5,0,0
5-0-33,5,0,0
5-0-34,5,0,0
5-0-35,5,0,0
5-0-36,5,0,0
5-0-37,5,0,0
5-0-38,5,0,0
5-0-39,5,0,0
5-0-40,5,0,0
5-0-41,5,0,0
5-1-47,5,0,1
5-1-46,5,0,1
5-1-45,5,0,1
5-1-44,5,0,1
5-1-43,5,0,1
5-1-42,5,0,1
5-1-0,5,0,1
5-1-1,5,0,1
5-1-2,5,0,1
5-1-3,5,0,1
5-1-4,5,0,1
5-1-5,5,0,1
5-1-6,5,0,1
5-1-7,5,0,1
5-1-8,5,0,1
5-1-9,5,0,1
5-1-10,5,0,1
5-1-11,5,0,1
5-1-12,5,0,1
5-1-13,5,0,1
5-1-14,5,0,1
5-1-15,5,0,1
5-1-16,5,0,1
5-1-17,5,0,1
5-1-18,5,0,1
5-1-19,5,0,1
5-1-20,5,0,1
5-1-21,5,0,1
5-1-22,5,0,1
5-1-23,5,0,1
5-1-24,5,0,1
5-1-25,5,0,1
5-1-26,5,0,1
5-1-27,5,0,1
5-1-28,5,0,1
5-1-29,5,0,1
5-1-30,5,0,1
5-1-31,5,0,1
5-1-32,5,0,1
5-1-33,5,0,1
5-1-34,5,0,1
5-1-35,5,0,1
5-1-36,5,0,1
5-1-37,5,0,1
5-1-38,5,0,1
5-1-39,5,0,1
5-1-40,5,0,1
5-1-41,5,0,1
6-0-47,6,0,0
6-0-46,6,0,0
6-0-45,6,0,0
6-0-44,6,0,0
6-0-43,6,0,0
6-0-42,6,0,0
6-0-0,6,0,0
6-0-1,6,0,0
6-0-2,6,0,0
6-0-3,6,0,0
6-0-4,6,0,0
6-0-5,6,0,0
6-0-6,6,0,0
6-0-7,6,0,0
6-0-8,6,0,0
6-0-9,6,0,0
6-0-10,6,0,0
6-0-11,6,0,0
6-0-12,6,0,0
6-0-13,6,0,0
6-0-14,6,0,0
6-0-15,6,0,0
6-0-16,6,0,0
6-0-17,6,0,0
6-0-18,6,0,0
6-0-19,6,0,0
6-0-20,6,0,0
6-0-21,6,0,0
6-0-22,6,0,0
6-0-23,6,0,0
6-0-24,6,0,0
6-0-25,6,0,0
6-0-26,6,0,0
6-0-27,6,0,0
6-0-28,6,0,0
6-0-29,6,0,0
6-0-30,6,0,0
6-0-31,6,0,0
6-0-32,6,0,0
6-0-33,6,0,0
6-0-34,6,0,0
6-0-35,6,0,0
6-0-36,6,0,0
6-0-37,6,0,0
6-0-38,6,0,0
6-0-39,6,0,0
6-0-40,6,0,0
6-0-41,6,0,0
6-1-47,6,0,1
6-1-46,6,0,1
6-1-45,6,0,1
6-1-44,6,0,1
6-1-43,6,0,1
6-1-42,6,0,1
6-1-0,6,0,1
6-1-1,6,0,1
6-1-2,6,0,1
6-1-3,6,0,1
6-1-4,6,0,1
6-1-5,6,0,1
6-1-6,6,0,1
6-1-7,6,0,1
6-1-8,6,0,1
6-1-9,6,0,1
6-1-10,6,0,1
6-1-11,6,0,1
6-1-12,6,0,1
6-1-13,6,0,1
6-1-14,6,0,1
6-1-15,6,0,1
6-1-16,6,0,1
6-1-17,6,0,1
6-1-18,6,0,1
6-1-19,6,0,1
6-1-20,6,0,1
6-1-21,6,0,1
6-1-22,6,0,1
6-1-23,6,0,1
6-1-24,6,0,1
6-1-25,6,0,1
6-1-26,6,0,1
6-1-27,6,0,1
6-1-28,6,0,1
6-1-29,6,0,1
6-1-30,6,0,1
6-1-31,6,0,1
6-1-32,6,0,1
6-1-33,6,0,1
6-1-34,6,0,1
6-1-35,6,0,1
6-1-36,6,0,1
6-1-37,6,0,1
6-1-38,6,0,1
6-1-39,6,0,1
6-1-40,6,0,1
6-1-41,6,0,1
