,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,1,98,0
1,0,1,1,54,0
2,0,2,1,95,0
3,0,3,1,66,0
4,0,4,1,12,0
5,0,5,1,49,0
6,0,6,1,47,0
7,0,7,1,14,0
8,0,8,1,94,0
9,0,9,1,26,0
10,0,10,1,105,0
11,0,11,1,114,0
12,0,12,1,64,0
13,0,13,1,91,0
14,0,14,1,2,0
15,0,15,1,2,0
16,0,16,1,85,0
17,0,17,1,64,0
18,0,18,1,39,0
19,0,19,1,108,0
20,0,20,1,11,0
21,0,21,1,86,0
22,0,22,1,38,0
23,0,23,1,42,0
24,0,24,1,16,0
25,0,25,1,9,0
26,0,26,1,21,0
27,0,27,1,29,0
28,0,28,1,100,0
29,0,29,1,63,0
30,0,30,1,95,0
31,0,31,1,58,0
32,0,32,1,24,0
33,0,33,1,66,0
34,0,34,1,91,0
35,0,35,1,20,0
36,0,36,1,34,0
37,0,37,1,99,0
38,0,38,1,107,0
39,0,39,1,41,0
40,0,40,1,183,0
41,0,41,1,157,0
42,0,42,1,184,0
43,0,43,1,231,0
44,0,44,1,184,0
45,0,45,1,169,0
46,0,46,1,126,0
47,0,47,1,147,0
48,0,48,1,160,0
49,0,49,1,207,0
50,0,50,1,218,0
51,0,51,1,218,0
52,0,52,1,154,0
53,0,53,1,159,0
54,0,54,1,179,0
55,0,55,1,145,0
56,0,56,1,154,0
57,0,57,1,190,0
58,0,58,1,162,0
59,0,59,1,213,0
60,0,60,1,134,0
61,0,61,1,150,0
62,0,62,1,123,0
63,0,63,1,203,0
64,0,64,1,132,0
65,0,65,1,205,0
66,0,66,1,227,0
67,0,67,1,179,0
68,0,68,1,225,0
69,0,69,1,160,0
70,0,70,1,154,0
71,0,71,1,142,0
72,0,72,1,188,0
73,0,73,1,173,0
74,0,74,1,152,0
75,0,75,1,223,0
76,0,76,1,189,0
77,0,77,1,142,0
78,0,78,1,127,0
79,0,79,1,129,0
