start,end,rq_time,rq_type,subnetwork,request_id,start_station_street_ids,end_station_street_ids,walk_start_to_station_street_distance,walk_start_to_station_street_tt,walk_station_to_end_street_distance,walk_station_to_end_street_tt,station_street_arrival_time
10,73,10410,intra,left,0,[5; 61],[55],2500,1879,1000,751,12289
109,79,13680,intra,left,1,[110],[58; 77],500,375,1000,751,14055
62,25,3630,intra,left,2,[54],[27],500,375,1000,751,4005
111,33,10680,intra,left,3,[110],[54],500,375,1000,751,11055
110,68,11520,intra,left,4,[110],[58],0,0,500,375,11520
2,76,4530,intra,left,5,[5],[77],1500,1127,500,375,5657
66,5,7350,intra,left,6,[117; 119],[5],500,375,0,0,7725
114,43,9510,intra,left,7,[110],[61],2000,1503,1000,751,11013
101,49,7560,intra,left,8,[99],[116; 118],1000,751,500,375,8311
101,62,6000,intra,left,9,[99],[54],1000,751,500,375,6751
63,19,6150,intra,left,10,[55],[16],500,375,1500,1127,6525
57,5,12780,intra,left,11,[57],[5],0,0,0,0,12780
26,78,7170,intra,left,12,[27],[77],500,375,500,375,7545
70,106,10140,intra,left,13,[60],[110],500,375,2000,1503,10515
63,10,13290,intra,left,14,[55],[5; 61],500,375,2500,1879,13665
85,11,7470,intra,left,15,[56; 88],[54],1500,1127,2000,1503,8597
82,35,4830,intra,left,16,[61],[56],1000,751,1000,751,5581
105,24,4860,intra,left,17,[54; 110],[27; 56],2500,1879,1500,1127,6739
67,7,4680,intra,left,18,[118; 119],[5],500,375,1000,751,5055
33,76,5640,intra,left,19,[54],[77],1000,751,500,375,6391
33,15,9510,intra,left,20,[54],[16],1000,751,500,375,10261
47,21,11130,intra,left,21,[57],[61],500,375,2000,1503,11505
70,1,3870,intra,left,22,[60],[5],500,375,2000,1503,4245
48,101,4860,intra,left,23,[116; 117],[99],500,375,1000,751,5235
40,77,5790,intra,left,24,[38; 58],[77],1000,751,0,0,6541
82,66,8190,intra,left,25,[61],[117; 119],1000,751,500,375,8941
21,76,10620,intra,left,26,[61],[77],2000,1503,500,375,12123
113,14,11940,intra,left,27,[110],[16],1500,1127,1000,751,13067
3,33,4680,intra,left,28,[5],[54],1000,751,1000,751,5431
105,24,5400,intra,left,29,[54; 110],[27; 56],2500,1879,1500,1127,7279
58,20,14340,intra,left,30,[58],[16; 60],0,0,2000,1503,14340
82,111,7230,intra,left,31,[61],[110],1000,751,500,375,7981
70,28,12780,intra,left,32,[60],[27],500,375,500,375,13155
69,111,12300,intra,left,33,[59],[110],500,375,500,375,12675
91,28,5250,intra,left,34,[59; 88],[27],1500,1127,500,375,6377
110,167,6360,inter,left,35,[110],[177],0,0,500,375,6360
78,206,5490,inter,left,36,[77],[177; 209],500,375,1500,1127,5865
108,165,11310,inter,left,37,[110],[175],1000,751,500,375,12061
108,138,6330,inter,left,38,[110],[137],1000,751,500,375,7081
7,206,10440,inter,left,39,[5],[177; 209],1000,751,1500,1127,11191
50,209,5910,inter,left,40,[58],[209],500,375,0,0,6285
80,227,5880,inter,left,41,[59],[231],1000,751,2000,1503,6631
45,165,7200,inter,left,42,[55],[175],500,375,500,375,7575
79,178,9720,inter,left,43,[58; 77],[178],1000,751,0,0,10471
110,167,8130,inter,left,44,[110],[177],0,0,500,375,8130
22,169,12450,inter,left,45,[54],[237; 238],1500,1127,500,375,13577
91,158,6810,inter,left,46,[59; 88],[159],1500,1127,500,375,7937
33,209,11940,inter,left,47,[54],[209],1000,751,0,0,12691
51,216,13410,inter,left,48,[59],[176; 220],500,375,2000,1503,13785
71,228,13440,inter,left,49,[61],[231],500,375,1500,1127,13815
220,163,11430,intra,right,50,[220],[181],0,0,1000,751,11430
178,220,7200,intra,right,51,[178],[220],0,0,0,0,7200
217,144,6210,intra,right,52,[220],[176],1500,1127,1500,1127,7337
166,152,7920,intra,right,53,[176],[181],500,375,1500,1127,8295
220,190,4650,intra,right,54,[220],[180],0,0,500,375,4650
230,123,14250,intra,right,55,[231],[126],500,375,1500,1127,14625
135,141,7350,intra,right,56,[137],[137; 181],1000,751,2000,1503,8101
150,178,6660,intra,right,57,[148],[178],1000,751,0,0,7411
183,220,4140,intra,right,58,[175],[220],500,375,0,0,4515
193,209,8400,intra,right,59,[175],[209],1000,751,0,0,9151
137,234,6720,intra,right,60,[137],[231],0,0,1500,1127,6720
210,165,9120,intra,right,61,[209],[175],500,375,500,375,9495
194,181,7470,intra,right,62,[176],[181],1000,751,0,0,8221
235,146,4350,intra,right,63,[231],[148],2000,1503,1000,751,5853
158,212,11760,intra,right,64,[159],[180; 209],500,375,1500,1127,12135
189,219,9420,intra,right,65,[179],[220],500,375,500,375,9795
133,170,5010,intra,right,66,[137; 176],[237; 239],2000,1503,500,375,6513
135,215,10860,intra,right,67,[137],[175],1000,751,2000,1503,11611
185,212,11340,intra,right,68,[177],[180; 209],500,375,1500,1127,11715
160,229,11610,intra,right,69,[159],[231],500,375,1000,751,11985
207,159,8700,intra,right,70,[209],[159],1000,751,0,0,9451
221,184,9180,intra,right,71,[220],[176],500,375,500,375,9555
145,187,10170,intra,right,72,[148; 177],[238; 240],1500,1127,500,375,11297
141,155,6570,intra,right,73,[137; 181],[176],2000,1503,1000,751,8073
228,162,5460,intra,right,74,[231],[180],1500,1127,1000,751,6587
231,184,8880,intra,right,75,[231],[176],0,0,500,375,8880
160,207,10350,intra,right,76,[159],[209],500,375,1000,751,10725
179,145,10200,intra,right,77,[179],[148; 177],0,0,1500,1127,10200
134,150,11340,intra,right,78,[137],[148],1500,1127,1000,751,12467
203,132,13800,intra,right,79,[182],[175],1000,751,2000,1503,14551
227,179,6720,intra,right,80,[231],[179],2000,1503,0,0,8223
160,154,8070,intra,right,81,[159],[175],500,375,1000,751,8445
152,223,4230,intra,right,82,[181],[220],1500,1127,1500,1127,5357
174,226,4290,intra,right,83,[182],[175; 231],500,375,2500,1879,4665
180,217,5160,intra,right,84,[180],[220],0,0,1500,1127,5160
155,7,5010,inter,right,85,[176],[5],1000,751,1000,751,5761
143,0,8820,inter,right,86,[175],[5; 54],1500,1127,2500,1879,9947
199,24,8640,inter,right,87,[198],[27; 56],500,375,1500,1127,9015
227,58,9540,inter,right,88,[231],[58],2000,1503,0,0,11043
218,110,3750,inter,right,89,[220],[110],1000,751,0,0,4501
227,11,3630,inter,right,90,[231],[54],2000,1503,2000,1503,5133
128,114,6480,inter,right,91,[126],[110],1000,751,2000,1503,7231
190,63,7590,inter,right,92,[180],[55],500,375,500,375,7965
129,45,13500,inter,right,93,[126],[55],1500,1127,500,375,14627
124,36,8610,inter,right,94,[126],[38; 57],1000,751,1000,751,9361
226,66,11100,inter,right,95,[175; 231],[117; 119],2500,1879,500,375,12979
163,22,9870,inter,right,96,[181],[54],1000,751,1500,1127,10621
171,83,13590,inter,right,97,[179],[54],500,375,1500,1127,13965
168,65,14160,inter,right,98,[178],[57],500,375,500,375,14535
190,100,8760,inter,right,99,[180],[99],500,375,500,375,9135
