trip_id,route_id,service_id,direction_id
IE-0-0,0,0,0
IE-1-0,0,0,0
IE-2-0,0,0,0
IE-3-0,0,0,0
IE-4-0,0,0,0
IE-5-0,0,0,0
IE-6-0,0,0,0
IE-7-0,0,0,0
IE-8-0,0,0,0
IE-9-0,0,0,0
IE-10-0,0,0,0
IE-11-0,0,0,0
IE-12-0,0,0,0
IE-13-0,0,0,0
IE-14-0,0,0,0
IE-15-0,0,0,0
IE-16-0,0,0,0
IE-17-0,0,0,0
IE-18-0,0,0,0
IE-19-0,0,0,0
IE-20-0,0,0,0
IE-21-0,0,0,0
IE-22-0,0,0,0
IE-23-0,0,0,0
IE-24-0,0,0,0
IE-25-0,0,0,0
IE-26-0,0,0,0
IE-27-0,0,0,0
IE-28-0,0,0,0
IE-29-0,0,0,0
IE-30-0,0,0,0
IE-31-0,0,0,0
IE-32-0,0,0,0
IE-33-0,0,0,0
IE-34-0,0,0,0
IE-35-0,0,0,0
IE-36-0,0,0,0
IE-37-0,0,0,0
IE-38-0,0,0,0
IE-39-0,0,0,0
IE-40-0,0,0,0
IE-41-0,0,0,0
IE-42-0,0,0,0
IE-43-0,0,0,0
IE-44-0,0,0,0
IE-45-0,0,0,0
IE-46-0,0,0,0
IE-47-0,0,0,0
IE-48-0,0,0,0
IE-49-0,0,0,0
IE-50-0,0,0,0
IE-51-0,0,0,0
IE-52-0,0,0,0
IE-53-0,0,0,0
IE-54-0,0,0,0
IE-55-0,0,0,0
IE-56-0,0,0,0
IE-57-0,0,0,0
IE-58-0,0,0,0
IE-59-0,0,0,0
IE-60-0,0,0,0
IE-61-0,0,0,0
IE-62-0,0,0,0
IE-63-0,0,0,0
IE-64-0,0,0,0
IE-65-0,0,0,0
IE-66-0,0,0,0
IE-67-0,0,0,0
IE-68-0,0,0,0
IE-69-0,0,0,0
IE-70-0,0,0,0
IE-71-0,0,0,0
IE-72-0,0,0,0
IE-73-0,0,0,0
IE-74-0,0,0,0
IE-75-0,0,0,0
IE-76-0,0,0,0
IE-77-0,0,0,0
IE-78-0,0,0,0
IE-79-0,0,0,0
IE-80-0,0,0,0
IE-81-0,0,0,0
IE-82-0,0,0,0
IE-83-0,0,0,0
IE-84-0,0,0,0
IE-85-0,0,0,0
IE-86-0,0,0,0
IE-87-0,0,0,0
IE-88-0,0,0,0
IE-89-0,0,0,0
IE-90-0,0,0,0
IE-91-0,0,0,0
IE-92-0,0,0,0
IE-93-0,0,0,0
IE-94-0,0,0,0
IE-95-0,0,0,0
IE-0-1,0,0,1
IE-1-1,0,0,1
IE-2-1,0,0,1
IE-3-1,0,0,1
IE-4-1,0,0,1
IE-5-1,0,0,1
IE-6-1,0,0,1
IE-7-1,0,0,1
IE-8-1,0,0,1
IE-9-1,0,0,1
IE-10-1,0,0,1
IE-11-1,0,0,1
IE-12-1,0,0,1
IE-13-1,0,0,1
IE-14-1,0,0,1
IE-15-1,0,0,1
IE-16-1,0,0,1
IE-17-1,0,0,1
IE-18-1,0,0,1
IE-19-1,0,0,1
IE-20-1,0,0,1
IE-21-1,0,0,1
IE-22-1,0,0,1
IE-23-1,0,0,1
IE-24-1,0,0,1
IE-25-1,0,0,1
IE-26-1,0,0,1
IE-27-1,0,0,1
IE-28-1,0,0,1
IE-29-1,0,0,1
IE-30-1,0,0,1
IE-31-1,0,0,1
IE-32-1,0,0,1
IE-33-1,0,0,1
IE-34-1,0,0,1
IE-35-1,0,0,1
IE-36-1,0,0,1
IE-37-1,0,0,1
IE-38-1,0,0,1
IE-39-1,0,0,1
IE-40-1,0,0,1
IE-41-1,0,0,1
IE-42-1,0,0,1
IE-43-1,0,0,1
IE-44-1,0,0,1
IE-45-1,0,0,1
IE-46-1,0,0,1
IE-47-1,0,0,1
IE-48-1,0,0,1
IE-49-1,0,0,1
IE-50-1,0,0,1
IE-51-1,0,0,1
IE-52-1,0,0,1
IE-53-1,0,0,1
IE-54-1,0,0,1
IE-55-1,0,0,1
IE-56-1,0,0,1
IE-57-1,0,0,1
IE-58-1,0,0,1
IE-59-1,0,0,1
IE-60-1,0,0,1
IE-61-1,0,0,1
IE-62-1,0,0,1
IE-63-1,0,0,1
IE-64-1,0,0,1
IE-65-1,0,0,1
IE-66-1,0,0,1
IE-67-1,0,0,1
IE-68-1,0,0,1
IE-69-1,0,0,1
IE-70-1,0,0,1
IE-71-1,0,0,1
IE-72-1,0,0,1
IE-73-1,0,0,1
IE-74-1,0,0,1
IE-75-1,0,0,1
IE-76-1,0,0,1
IE-77-1,0,0,1
IE-78-1,0,0,1
IE-79-1,0,0,1
IE-80-1,0,0,1
IE-81-1,0,0,1
IE-82-1,0,0,1
IE-83-1,0,0,1
IE-84-1,0,0,1
IE-85-1,0,0,1
IE-86-1,0,0,1
IE-87-1,0,0,1
IE-88-1,0,0,1
IE-89-1,0,0,1
IE-90-1,0,0,1
IE-91-1,0,0,1
IE-92-1,0,0,1
IE-93-1,0,0,1
IE-94-1,0,0,1
IE-95-1,0,0,1
