start,end,rq_time,rq_type,subnetwork,request_id,start_station_street_ids,end_station_street_ids,walk_start_to_station_street_distance,walk_start_to_station_street_tt,walk_station_to_end_street_distance,walk_station_to_end_street_tt,start_station_street_arrival_time,start_station_departure_time,end_station_arrival_time,end_station_street_arrival_time,pt_journey_duration,num_transfers,selected_start_station_id,selected_end_station_id,walking_time,walking_arrival_time,best_option
10,73,10410,intra,left,0,[10],[55; 75; 85; 95],0,0,1000,751,10410,10470.0,12240.0,12300.0,1770.0,0.0,10,75,6015.0,16425.0,pt
109,79,13680,intra,left,1,[110],[79],500,375,0,0,14055,14115.0,15540.0,15600.0,1425.0,2.0,110,79,2255.0,15935.0,pt
62,25,3630,intra,left,2,[54],[24; 36],500,375,500,375,4005,4065.0,5340.0,5400.0,1275.0,2.0,54,36,2631.0,6261.0,pt
111,33,10680,intra,left,3,[110],[11; 23; 35; 54],500,375,1000,751,11055,11115.0,12570.0,12630.0,1455.0,2.0,110,54,4887.0,15567.0,pt
110,68,11520,intra,left,4,[110],[68],0,0,0,0,11520,11580.0,13050.0,13110.0,1470.0,2.0,110,68,2255.0,13775.0,pt
2,76,4530,intra,left,5,[0; 12; 24],[76],1000,751,0,0,5281,5341.0,6750.0,6810.0,1409.0,2.0,12,76,3383.0,7913.0,pt
66,5,7350,intra,left,6,[66],[5],0,0,0,0,7350,7410.0,8670.0,8730.0,1260.0,2.0,66,5,2631.0,9981.0,pt
114,43,9510,intra,left,7,[103; 115],[61],500,375,1000,751,9885,9945.0,11370.0,11430.0,1425.0,2.0,103,61,3007.0,12517.0,pt
101,49,7560,intra,left,8,[79; 91; 99; 103],[49],1000,751,0,0,8311,8371.0,9060.0,9120.0,689.0,2.0,99,49,2255.0,9815.0,pt
101,62,6000,intra,left,9,[79; 91; 99; 103],[54],1000,751,500,375,6751,6811.0,8370.0,8430.0,1559.0,2.0,79,54,3759.0,9759.0,pt
63,19,6150,intra,left,10,[55],[19],500,375,0,0,6525,6585.0,8310.0,8370.0,1725.0,2.0,55,19,4511.0,10661.0,pt
57,5,12780,intra,left,11,[57],[5],0,0,0,0,12780,12840.0,14070.0,14130.0,1230.0,2.0,57,5,2631.0,15411.0,pt
26,78,7170,intra,left,12,[27],[67; 77; 79],500,375,500,375,7545,7605.0,8400.0,8460.0,795.0,0.0,27,77,2631.0,9801.0,pt
70,106,10140,intra,left,13,[60],[106],500,375,0,0,10515,10575.0,12690.0,12750.0,2115.0,2.0,60,106,4511.0,14651.0,pt
63,10,13290,intra,left,14,[55],[10],500,375,0,0,13665,13725.0,15780.0,15840.0,2055.0,2.0,55,10,5639.0,18929.0,pt
85,132,7470,inter,left,15,[85],[132],0,0,0,0,7470,7530.0,11790.0,11850.0,4260.0,4.0,85,132,,,pt
82,156,4830,inter,left,16,[61; 80; 92; 104],[156],1000,751,0,0,5581,5641.0,9630.0,9690.0,3989.0,4.0,61,156,,,pt
105,145,4860,inter,left,17,[105],[145],0,0,0,0,4860,4920.0,9720.0,9780.0,4800.0,4.0,105,145,,,pt
67,128,4680,inter,left,18,[67],[126; 130; 140; 150],0,0,1000,751,4680,4740.0,8070.0,8130.0,3330.0,4.0,67,126,,,pt
75,177,4590,inter,left,19,[75],[177],0,0,0,0,4590,4650.0,7590.0,7650.0,2940.0,4.0,75,177,,,pt
76,235,5640,inter,left,20,[76],[224; 236],0,0,500,375,5640,5700.0,9900.0,9960.0,4200.0,4.0,76,224,,,pt
33,136,9510,inter,left,21,[11; 23; 35; 54],[137],1000,751,500,375,10261,10321.0,15180.0,15240.0,4859.0,4.0,11,137,,,pt
47,142,11130,inter,left,22,[47],[131; 141],0,0,500,375,11130,11190.0,15600.0,15660.0,4410.0,4.0,47,141,,,pt
70,122,3870,inter,left,23,[60],[121; 133],500,375,500,375,4245,4305.0,8100.0,8160.0,3795.0,4.0,60,133,,,pt
48,222,4860,inter,left,24,[48],[200; 212; 220; 224],0,0,1000,751,4860,4920.0,9540.0,9600.0,4620.0,4.0,48,200,,,pt
