start,end,rq_time,rq_type,subnetwork,request_id,start_station_street_ids,end_station_street_ids,walk_start_to_station_street_distance,walk_start_to_station_street_tt,walk_station_to_end_street_distance,walk_station_to_end_street_tt,start_station_street_arrival_time,start_station_departure_time,end_station_arrival_time,end_station_street_arrival_time,pt_journey_duration,num_transfers,selected_start_station_id,selected_end_station_id,walking_time,walking_arrival_time,best_option,best_journey_duration,end_arrival_time,pt_total_journey_duration,pt_journey_plan
54,177,11130,inter,left,0,[54],[177],0,0,0,0,11130,11190.0,14670.0,14730.0,3480.0,4.0,54,177,,,pt,3600.0,14730.0,3600.0,"{'duration': 3480, 'source_transfer_time': 0, 'waiting_time': 0, 'trip_time': 3480, 'num_transfers': 4, 'departure_time': 11190, 'departure_day': 'current_day', 'arrival_time': 14670, 'arrival_day': 'current_day', 'steps': [{'duration': 570, 'departure_time': 11190, 'arrival_time': 11760, 'day': 'current_day', 'from_stop_id': '54-1', 'to_stop_id': 'MH-L-1', 'trip_id': '1-0-14', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 11760, 'arrival_time': 11790, 'day': 'current_day', 'from_stop_id': 'MH-L-1', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 12600, 'arrival_time': 14100, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-5', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 14100, 'arrival_time': 14130, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-1', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 330, 'departure_time': 14340, 'arrival_time': 14670, 'day': 'current_day', 'from_stop_id': 'MH-R-1', 'to_stop_id': '177-1', 'trip_id': '3-1-18', 'agency_name': 'Unknown'}]}"
22,186,4260,inter,left,1,[11; 23],[178; 187; 196],500,375,500,375,4635,4695.0,9150.0,9210.0,4455.0,4.0,11,178,,,pt,5325.0,9585.0,5325.0,"{'duration': 4455, 'source_transfer_time': 0, 'waiting_time': 15, 'trip_time': 4440, 'num_transfers': 4, 'departure_time': 4695, 'departure_day': 'current_day', 'arrival_time': 9150, 'arrival_day': 'current_day', 'steps': [{'duration': 1050, 'departure_time': 4710, 'arrival_time': 5760, 'day': 'current_day', 'from_stop_id': '11-4', 'to_stop_id': 'MH-L-4', 'trip_id': '7-0-4', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 5760, 'arrival_time': 5790, 'day': 'current_day', 'from_stop_id': 'MH-L-4', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 7200, 'arrival_time': 8700, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-2', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 8700, 'arrival_time': 8730, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-1', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 210, 'departure_time': 8940, 'arrival_time': 9150, 'day': 'current_day', 'from_stop_id': 'MH-R-1', 'to_stop_id': '178-1', 'trip_id': '3-1-9', 'agency_name': 'Unknown'}]}"
52,180,12480,inter,left,2,[60],[180],500,375,0,0,12855,12915.0,16470.0,16530.0,3555.0,4.0,60,180,,,pt,4050.0,16530.0,4050.0,"{'duration': 3555, 'source_transfer_time': 0, 'waiting_time': 195, 'trip_time': 3360, 'num_transfers': 4, 'departure_time': 12915, 'departure_day': 'current_day', 'arrival_time': 16470, 'arrival_day': 'current_day', 'steps': [{'duration': 450, 'departure_time': 13110, 'arrival_time': 13560, 'day': 'current_day', 'from_stop_id': '60-1', 'to_stop_id': 'MH-L-1', 'trip_id': '1-1-17', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 13560, 'arrival_time': 13590, 'day': 'current_day', 'from_stop_id': 'MH-L-1', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 14400, 'arrival_time': 15900, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-6', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 15900, 'arrival_time': 15930, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-1', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 330, 'departure_time': 16140, 'arrival_time': 16470, 'day': 'current_day', 'from_stop_id': 'MH-R-1', 'to_stop_id': '180-1', 'trip_id': '3-0-21', 'agency_name': 'Unknown'}]}"
33,214,10740,inter,left,3,[11; 23; 35; 54],[213; 225],1000,751,500,375,11491,11551.0,15150.0,15210.0,3599.0,4.0,35,213,,,pt,4845.0,15585.0,4845.0,"{'duration': 3599, 'source_transfer_time': 0, 'waiting_time': 239, 'trip_time': 3360, 'num_transfers': 4, 'departure_time': 11551, 'departure_day': 'current_day', 'arrival_time': 15150, 'arrival_day': 'current_day', 'steps': [{'duration': 570, 'departure_time': 11790, 'arrival_time': 12360, 'day': 'current_day', 'from_stop_id': '35-4', 'to_stop_id': 'MH-L-4', 'trip_id': '7-0-15', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 12360, 'arrival_time': 12390, 'day': 'current_day', 'from_stop_id': 'MH-L-4', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 12600, 'arrival_time': 14100, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-5', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 14100, 'arrival_time': 14130, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-4', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 810, 'departure_time': 14340, 'arrival_time': 15150, 'day': 'current_day', 'from_stop_id': 'MH-R-4', 'to_stop_id': '213-4', 'trip_id': '9-0-18', 'agency_name': 'Unknown'}]}"
59,209,13140,inter,left,4,[59],[209],0,0,0,0,13140,13200.0,16470.0,16530.0,3270.0,4.0,59,209,,,pt,3390.0,16530.0,3390.0,"{'duration': 3270, 'source_transfer_time': 0, 'waiting_time': 30, 'trip_time': 3240, 'num_transfers': 4, 'departure_time': 13200, 'departure_day': 'current_day', 'arrival_time': 16470, 'arrival_day': 'current_day', 'steps': [{'duration': 330, 'departure_time': 13230, 'arrival_time': 13560, 'day': 'current_day', 'from_stop_id': '59-1', 'to_stop_id': 'MH-L-1', 'trip_id': '1-1-17', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 13560, 'arrival_time': 13590, 'day': 'current_day', 'from_stop_id': 'MH-L-1', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 14400, 'arrival_time': 15900, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-6', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 15900, 'arrival_time': 15930, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-2', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 330, 'departure_time': 16140, 'arrival_time': 16470, 'day': 'current_day', 'from_stop_id': 'MH-R-2', 'to_stop_id': '209-2', 'trip_id': '4-1-21', 'agency_name': 'Unknown'}]}"
12,139,10020,inter,left,5,[12],[140; 150],0,0,500,375,10020,10080.0,14910.0,14970.0,4830.0,4.0,12,150,,,pt,5325.0,15345.0,5325.0,"{'duration': 4830, 'source_transfer_time': 0, 'waiting_time': 150, 'trip_time': 4680, 'num_transfers': 4, 'departure_time': 10080, 'departure_day': 'current_day', 'arrival_time': 14910, 'arrival_day': 'current_day', 'steps': [{'duration': 930, 'departure_time': 10230, 'arrival_time': 11160, 'day': 'current_day', 'from_stop_id': '12-4', 'to_stop_id': 'MH-L-4', 'trip_id': '7-0-13', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 11160, 'arrival_time': 11190, 'day': 'current_day', 'from_stop_id': 'MH-L-4', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 12600, 'arrival_time': 14100, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-5', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 14100, 'arrival_time': 14130, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-5', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 570, 'departure_time': 14340, 'arrival_time': 14910, 'day': 'current_day', 'from_stop_id': 'MH-R-5', 'to_stop_id': '150-5', 'trip_id': '10-1-18', 'agency_name': 'Unknown'}]}"
56,122,10410,inter,left,6,[56],[121; 133],0,0,500,375,10410,10470.0,15270.0,15330.0,4800.0,4.0,56,133,,,pt,5295.0,15705.0,5295.0,"{'duration': 4800, 'source_transfer_time': 0, 'waiting_time': 360, 'trip_time': 4440, 'num_transfers': 4, 'departure_time': 10470, 'departure_day': 'current_day', 'arrival_time': 15270, 'arrival_day': 'current_day', 'steps': [{'duration': 330, 'departure_time': 10830, 'arrival_time': 11160, 'day': 'current_day', 'from_stop_id': '56-1', 'to_stop_id': 'MH-L-1', 'trip_id': '1-0-13', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 11160, 'arrival_time': 11190, 'day': 'current_day', 'from_stop_id': 'MH-L-1', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 12600, 'arrival_time': 14100, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-5', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 14100, 'arrival_time': 14130, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-4', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 930, 'departure_time': 14340, 'arrival_time': 15270, 'day': 'current_day', 'from_stop_id': 'MH-R-4', 'to_stop_id': '133-4', 'trip_id': '9-1-18', 'agency_name': 'Unknown'}]}"
11,158,11850,inter,left,7,[11],[157; 159; 169],0,0,500,375,11850,11910.0,16350.0,16410.0,4440.0,4.0,11,159,,,pt,4935.0,16785.0,4935.0,"{'duration': 4440, 'source_transfer_time': 0, 'waiting_time': 0, 'trip_time': 4440, 'num_transfers': 4, 'departure_time': 11910, 'departure_day': 'current_day', 'arrival_time': 16350, 'arrival_day': 'current_day', 'steps': [{'duration': 1050, 'departure_time': 11910, 'arrival_time': 12960, 'day': 'current_day', 'from_stop_id': '11-4', 'to_stop_id': 'MH-L-4', 'trip_id': '7-0-16', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 12960, 'arrival_time': 12990, 'day': 'current_day', 'from_stop_id': 'MH-L-4', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 14400, 'arrival_time': 15900, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-6', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 15900, 'arrival_time': 15930, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-2', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 210, 'departure_time': 16140, 'arrival_time': 16350, 'day': 'current_day', 'from_stop_id': 'MH-R-2', 'to_stop_id': '159-2', 'trip_id': '4-0-21', 'agency_name': 'Unknown'}]}"
9,201,12960,inter,left,8,[9],[201],0,0,0,0,12960,13020.0,16710.0,16770.0,3690.0,4.0,9,201,,,pt,3810.0,16770.0,3810.0,"{'duration': 3690, 'source_transfer_time': 0, 'waiting_time': 90, 'trip_time': 3600, 'num_transfers': 4, 'departure_time': 13020, 'departure_day': 'current_day', 'arrival_time': 16710, 'arrival_day': 'current_day', 'steps': [{'duration': 1050, 'departure_time': 13110, 'arrival_time': 14160, 'day': 'current_day', 'from_stop_id': '9-5', 'to_stop_id': 'MH-L-5', 'trip_id': '8-0-18', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 14160, 'arrival_time': 14190, 'day': 'current_day', 'from_stop_id': 'MH-L-5', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 14400, 'arrival_time': 15900, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-6', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 15900, 'arrival_time': 15930, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-4', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 570, 'departure_time': 16140, 'arrival_time': 16710, 'day': 'current_day', 'from_stop_id': 'MH-R-4', 'to_stop_id': '201-4', 'trip_id': '9-0-21', 'agency_name': 'Unknown'}]}"
49,184,14400,inter,left,9,[49],[176],0,0,500,375,14400,14460.0,18390.0,18450.0,3930.0,4.0,49,176,,,pt,4425.0,18825.0,4425.0,"{'duration': 3930, 'source_transfer_time': 0, 'waiting_time': 90, 'trip_time': 3840, 'num_transfers': 4, 'departure_time': 14460, 'departure_day': 'current_day', 'arrival_time': 18390, 'arrival_day': 'current_day', 'steps': [{'duration': 210, 'departure_time': 14550, 'arrival_time': 14760, 'day': 'current_day', 'from_stop_id': '49-5', 'to_stop_id': 'MH-L-5', 'trip_id': '8-0-19', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 14760, 'arrival_time': 14790, 'day': 'current_day', 'from_stop_id': 'MH-L-5', 'to_stop_id': 'MH-L-0', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 1500, 'departure_time': 16200, 'arrival_time': 17700, 'day': 'current_day', 'from_stop_id': 'MH-L-0', 'to_stop_id': 'MH-R-0', 'trip_id': '0-0-7', 'agency_name': 'Unknown'}, {'duration': 30, 'departure_time': 17700, 'arrival_time': 17730, 'day': 'current_day', 'from_stop_id': 'MH-R-0', 'to_stop_id': 'MH-R-1', 'trip_id': 'walking', 'agency_name': 'Unknown'}, {'duration': 450, 'departure_time': 17940, 'arrival_time': 18390, 'day': 'current_day', 'from_stop_id': 'MH-R-1', 'to_stop_id': '176-1', 'trip_id': '3-1-24', 'agency_name': 'Unknown'}]}"
